Player,ID,Team
George Gervin,gervige01,SAS
World B. Free,freewo01,SDC
Moses Malone,malonmo01,HOU
Marques Johnson,johnsma01,MIL
Paul Westphal,westppa01,PHO
Artis Gilmore,gilmoar01,CHI
Kareem Abdul-Jabbar,abdulka01,LAL
Walter Davis,daviswa03,PHO
David Thompson,thompda01,DEN
Julius Erving,ervinju01,PHI
John Drew,drewjo01,ATL
Larry Kenon,kenonla01,SAS
Elvin Hayes,hayesel01,WSB
Otis Birdsong,birdsot01,KCK
Bernard King,kingbe01,NJN
George McGinnis,mcginge01,DEN
Randy Smith,smithra01,SDC
Calvin Murphy,murphca01,HOU
John Williamson,willijo01,NJN
Campy Russell,russeca02,CLE
Bob Dandridge,dandrbo01,WSB
Brian Winters,wintebr01,MIL
Jamaal Wilkes,wilkeja01,LAL
Tom Owens,owensto01,POR
Cedric Maxwell,maxwece01,BOS
M.L. Carr,carrml01,DET
Bob McAdoo,mcadobo01,2TM
Bob McAdoo,mcadobo01,NYK
Bob McAdoo,mcadobo01,BOS
Gus Williams,willigu01,SEA
Truck Robinson,robintr01,2TM
Truck Robinson,robintr01,NOJ
Truck Robinson,robintr01,PHO
Johnny Davis,davisjo01,IND
Spencer Haywood,haywosp01,2TM
Spencer Haywood,haywosp01,NYK
Spencer Haywood,haywosp01,NOJ
Rudy Tomjanovich,tomjaru01,HOU
Maurice Lucas,lucasma01,POR
Norm Nixon,nixonno01,LAL
Ricky Sobers,soberri01,IND
Ray Williams,willira01,NYK
Austin Carr,carrau01,CLE
Dan Issel,isselda01,DEN
Alvan Adams,adamsal01,PHO
James Edwards,edwarja01,IND
Toby Knight,knighto01,NYK
Reggie Theus,theusre01,CHI
Scott Wedman,wedmasc01,KCK
Jim McElroy,mcelrji01,NOJ
John Lucas,lucasjo01,GSW
John Long,longjo01,DET
Robert Parish,parisro01,GSW
Alex English,englial01,IND
Jack Sikma,sikmaja01,SEA
Dennis Johnson,johnsde01,SEA
Junior Bridgeman,bridgju01,MIL
James Silas,silasja01,SAS
Mickey Johnson,johnsmi01,CHI
Phil Ford,fordph01,KCK
Kevin Porter,porteke01,DET
Rich Kelley,kelleri01,NOJ
Bob Lanier,laniebo01,DET
Chris Ford,fordch01,2TM
Chris Ford,fordch01,DET
Chris Ford,fordch01,BOS
Eddie Johnson,johnsed02,ATL
Dan Roundfield,roundda01,ATL
Sonny Parker,parkeso01,GSW
Mike Bantom,bantomi01,IND
Phil Smith,smithph01,GSW
Nick Weatherspoon,weathni01,SDC
Billy Knight,knighbi01,2TM
Billy Knight,knighbi01,BOS
Billy Knight,knighbi01,IND
Dave Cowens,cowenda01,BOS
Pete Maravich,maravpe01,NOJ
Jim Chones,choneji01,CLE
Bill Robinzine,robinbi01,KCK
Rick Barry,barryri01,HOU
Ron Brewer,brewero01,POR
Fred Brown,brownfr01,SEA
