Player,ID,Team
Adrian Dantley,dantlad01,UTA
Moses Malone,malonmo01,HOU
George Gervin,gervige01,SAS
Kareem Abdul-Jabbar,abdulka01,LAL
Julius Erving,ervinju01,PHI
Mike Mitchell,mitchmi01,CLE
David Thompson,thompda01,DEN
Alex English,englial01,DEN
Jamaal Wilkes,wilkeja01,LAL
Bernard King,kingbe01,GSW
Dan Issel,isselda01,DEN
Otis Birdsong,birdsot01,KCK
Larry Bird,birdla01,BOS
Mike Newlin,newlimi01,NJN
Darrell Griffith,griffda01,UTA
Bill Cartwright,cartwbi01,NYK
Freeman Williams,willifr01,SDC
World B. Free,freewo01,GSW
Ray Williams,willira01,NYK
Robert Parish,parisro01,BOS
Reggie Theus,theusre01,CHI
Joe Barry Carroll,carrojo01,GSW
Truck Robinson,robintr01,PHO
Marques Johnson,johnsma01,MIL
Scott Wedman,wedmasc01,KCK
Jack Sikma,sikmaja01,SEA
Dennis Johnson,johnsde01,PHO
Artis Gilmore,gilmoar01,CHI
John Drew,drewjo01,ATL
Elvin Hayes,hayesel01,WSB
Billy Knight,knighbi01,IND
Eddie Johnson,johnsed02,ATL
Walter Davis,daviswa03,PHO
Jim Paxson,paxsoji02,POR
Norm Nixon,nixonno01,LAL
Mychal Thompson,thompmy01,POR
James Silas,silasja01,SAS
Robert Reid,reidro01,HOU
Micheal Ray Richardson,richami01,NYK
Campy Russell,russeca02,NYK
Junior Bridgeman,bridgju01,MIL
Kevin Grevey,greveke01,WSB
Phil Smith,smithph01,SDC
Swen Nater,natersw01,SDC
Greg Ballard,ballagr01,WSB
Purvis Short,shortpu01,GSW
James Edwards,edwarja01,IND
Calvin Murphy,murphca01,HOU
Cedric Maxwell,maxwece01,BOS
Kenny Carr,carrke01,CLE
Cliff Robinson,robincl01,NJN
Kelvin Ransey,ranseke01,POR
Reggie King,kingre01,KCK
Fred Brown,brownfr01,SEA
Michael Brooks,brookmi01,SDC
Randy Smith,smithra01,CLE
Jim Spanarkel,spanaji01,DAL
Roger Phegley,pheglro01,CLE
Dave Greenwood,greenda01,CHI
Phil Hubbard,hubbaph01,DET
Phil Ford,fordph01,KCK
James Bailey,baileja01,SEA
Tom LaGarde,lagarto01,DAL
Sidney Moncrief,moncrsi01,MIL
Alvan Adams,adamsal01,PHO
Dan Roundfield,roundda01,ATL
Tiny Archibald,architi01,BOS
Terry Tyler,tylerte01,DET
Bobby Jones,jonesbo01,PHI
Johnny Davis,davisjo01,IND
Keith Herron,herroke01,DET
Quinn Buckner,bucknqu01,MIL
Larry Kenon,kenonla01,CHI
Kevin Porter,porteke01,WSB
Geoff Huston,hustoge01,2TM
Geoff Huston,hustoge01,DAL
Geoff Huston,hustoge01,CLE
Darryl Dawkins,dawkida01,PHI
Billy Ray Bates,batesbi01,POR
Mike Bantom,bantomi01,IND
Vinnie Johnson,johnsvi01,SEA
John Long,longjo01,DET
Mitch Kupchak,kupchmi01,WSB
Mickey Johnson,johnsmi01,MIL
Mark Olberding,olberma01,SAS
Bill Robinzine,robinbi01,2TM
Bill Robinzine,robinbi01,CLE
