Player,ID,Team
Kevin Garnett,garneke01,MIN
Peja StojakoviÄ,stojape01,SAC
Tracy McGrady,mcgratr01,ORL
Paul Pierce,piercpa01,BOS
Michael Redd,reddmi01,MIL
Carmelo Anthony,anthoca01,DEN
Dirk Nowitzki,nowitdi01,DAL
LeBron James,jamesle01,CLE
Vince Carter,cartevi01,TOR
Stephon Marbury,marbust01,2TM
Stephon Marbury,marbust01,PHO
Stephon Marbury,marbust01,NYK
Zach Randolph,randoza01,POR
Sam Cassell,cassesa01,MIN
Jermaine O'Neal,onealje01,IND
Kobe Bryant,bryanko01,LAL
Tim Duncan,duncati01,SAS
Baron Davis,davisba01,NOH
Richard Jefferson,jefferi01,NJN
Corey Maggette,maggeco01,LAC
Mike Bibby,bibbymi01,SAC
Shawn Marion,mariosh01,PHO
Jason Richardson,richaja01,GSW
Stephen Jackson,jacksst02,ATL
Shaquille O'Neal,onealsh01,LAL
Yao Ming,mingya01,HOU
Rashard Lewis,lewisra02,SEA
Eddie Jones,jonesed02,MIA
Shareef Abdur-Rahim,abdursh01,2TM
Shareef Abdur-Rahim,abdursh01,ATL
Shareef Abdur-Rahim,abdursh01,POR
Jamal Crawford,crawfja01,CHI
Pau Gasol,gasolpa01,MEM
Elton Brand,brandel01,LAC
Juwan Howard,howarju01,ORL
Richard Hamilton,hamilri01,DET
Latrell Sprewell,sprewla01,MIN
Lamar Odom,odomla01,MIA
Joe Johnson,johnsjo02,PHO
Jason Terry,terryja01,ATL
Michael Finley,finlemi01,DAL
Metta World Peace,artesro01,IND
Chauncey Billups,billuch01,DET
Steve Francis,francst01,HOU
Ray Allen,allenra02,SEA
Andrei Kirilenko,kirilan01,UTA
Allen Iverson,iversal01,PHI
Cuttino Mobley,moblecu01,HOU
Zydrunas Ilgauskas,ilgauzy01,CLE
Andre Miller,millean02,DEN
Antawn Jamison,jamisan01,DAL
Donyell Marshall,marshdo01,2TM
Donyell Marshall,marshdo01,CHI
Donyell Marshall,marshdo01,TOR
Gary Payton,paytoga01,LAL
Desmond Mason,masonde01,MIL
Carlos Boozer,boozeca01,CLE
Keith Van Horn,vanhoke01,2TM
Keith Van Horn,vanhoke01,NYK
Keith Van Horn,vanhoke01,MIL
Antoine Walker,walkean02,DAL
Larry Hughes,hughela01,WAS
Ricky Davis,davisri01,2TM
Ricky Davis,davisri01,CLE
Ricky Davis,davisri01,BOS
Amar'e Stoudemire,stoudam01,PHO
Steve Nash,nashst01,DAL
James Posey,poseyja01,MEM
Quentin Richardson,richaqu01,LAC
Jamaal Magloire,magloja01,NOH
Tony Parker,parketo01,SAS
Damon Stoudamire,stoudda01,POR
Rasheed Wallace,wallara01,3TM
Rasheed Wallace,wallara01,POR
Rasheed Wallace,wallara01,ATL
Rasheed Wallace,wallara01,DET
Kenyon Martin,martike01,NJN
Gilbert Arenas,arenagi01,WAS
Kerry Kittles,kittlke01,NJN
Eddy Curry,curryed01,CHI
Al Harrington,harrial01,IND
Voshon Lenard,lenarvo01,DEN
Jason Kidd,kiddja01,NJN
Jim Jackson,jacksji01,HOU
Jalen Rose,roseja01,2TM
Jalen Rose,roseja01,CHI
Jalen Rose,roseja01,TOR
Brad Miller,millebr01,SAC
Ronald Murray,murraro01,SEA
Kenny Thomas,thomake01,PHI
Dwyane Wade,wadedw01,MIA
Manu GinÃ³bili,ginobma01,SAS
Tim Thomas,thomati01,2TM
Tim Thomas,thomati01,MIL
Tim Thomas,thomati01,NYK
Clifford Robinson,robincl02,GSW
Vladimir RadmanoviÄ,radmavl01,SEA
Allan Houston,houstal01,NYK
Raja Bell,bellra01,UTA
Kirk Hinrich,hinriki01,CHI
Drew Gooden,goodedr01,ORL
Erick Dampier,dampier01,GSW
DeShawn Stevenson,stevede01,2TM
DeShawn Stevenson,stevede01,UTA
DeShawn Stevenson,stevede01,ORL
NenÃª,hilarne01,DEN
Carlos Arroyo,arroyca01,UTA
Kurt Thomas,thomaku01,NYK
Bonzi Wells,wellsbo01,2TM
Bonzi Wells,wellsbo01,POR
Bonzi Wells,wellsbo01,MEM
Mike Dunleavy,dunlemi02,GSW
Maurice Taylor,tayloma01,HOU
Chris Bosh,boshch01,TOR
Darius Miles,milesda01,2TM
Darius Miles,milesda01,CLE
Darius Miles,milesda01,POR
David Wesley,wesleda01,NOH
Eric Snow,snower01,PHI
Mark Blount,blounma01,BOS
Tayshaun Prince,princta01,DET
Darrell Armstrong,armstda01,NOH
Earl Boykins,boykiea01,DEN
Rafer Alston,alstora01,MIA
P.J. Brown,brownpj01,NOH
Doug Christie,chrisdo01,SAC
Joe Smith,smithjo02,MIL
Jeff McInnis,mcinnje01,2TM
Jeff McInnis,mcinnje01,POR
Jeff McInnis,mcinnje01,CLE
Gordan GiriÄek,giricgo01,2TM
Gordan GiriÄek,giricgo01,ORL
Gordan GiriÄek,giricgo01,UTA
Kwame Brown,brownkw01,WAS
Vlade Divac,divacvl01,SAC
Reggie Miller,millere01,IND
Tyronn Lue,luety01,ORL
Jason Williams,willija02,MEM
Ben Wallace,wallabe01,DET
Mike James,jamesmi01,2TM
Mike James,jamesmi01,BOS
Mike James,jamesmi01,DET
Corliss Williamson,willico02,DET
JiÅÃ­ Welsch,welscji01,BOS
Hedo TÃ¼rkoÄlu,turkohe01,SAS
Brian Cardinal,cardibr01,GSW
Stromile Swift,swiftst01,MEM
Mike Miller,millemi01,MEM
Eric Williams,willier01,2TM
Eric Williams,willier01,BOS
Eric Williams,willier01,CLE
Rasho NesteroviÄ,nestera01,SAS
Antonio Davis,davisan01,2TM
Antonio Davis,davisan01,TOR
Antonio Davis,davisan01,CHI
Etan Thomas,thomaet01,WAS
Anfernee Hardaway,hardaan01,2TM
Anfernee Hardaway,hardaan01,PHO
Anfernee Hardaway,hardaan01,NYK
Glenn Robinson,robingl01,PHI
Derek Anderson,anderde01,POR
Bobby Jackson,jacksbo01,SAC
Aaron McKie,mckieaa01,PHI
Mehmet Okur,okurme01,DET
Morris Peterson,petermo01,TOR
Jarvis Hayes,hayesja01,WAS
Theo Ratliff,ratlith01,2TM
Theo Ratliff,ratlith01,ATL
Theo Ratliff,ratlith01,POR
Shane Battier,battish01,MEM
Juan Dixon,dixonju01,WAS
Brian Grant,grantbr01,MIA
Samuel Dalembert,dalemsa01,PHI
Shandon Anderson,andersh01,NYK
Brent Barry,barrybr01,SEA
Speedy Claxton,claxtsp01,GSW
Caron Butler,butleca01,MIA
Marcus Camby,cambyma01,DEN
Dion Glover,glovedi01,2TM
Dion Glover,glovedi01,ATL
Dion Glover,glovedi01,TOR
Toni KukoÄ,kukocto01,MIL
Lorenzen Wright,wrighlo02,MEM
Walter McCarty,mccarwa01,BOS
Devean George,georgde01,LAL
Calbert Cheaney,cheanca01,GSW
Bob Sura,surabo01,2TM
Bob Sura,surabo01,DET
Bob Sura,surabo01,ATL
Nazr Mohammed,mohamna01,2TM
Nazr Mohammed,mohamna01,ATL
Nazr Mohammed,mohamna01,NYK
Brian Skinner,skinnbr01,MIL
Derek Fisher,fishede01,LAL
Josh Howard,howarjo01,DAL
Damon Jones,jonesda01,MIL
RaÃ¼l LÃ³pez,lopezra01,UTA
Antonio Daniels,daniean01,SEA
Chris Crawford,crawfch01,ATL
Bruce Bowen,bowenbr01,SAS
Stanislav Medvedenko,medvest01,LAL
Chris Wilcox,wilcoch01,LAC
Karl Malone,malonka01,LAL
Leandro Barbosa,barbole01,PHO
Udonis Haslem,hasleud01,MIA
Rodney White,whitero02,DEN
Kendall Gill,gillke01,CHI
Rodney Rogers,rogerro01,NJN
Chucky Atkins,atkinch01,2TM
Chucky Atkins,atkinch01,DET
Chucky Atkins,atkinch01,BOS
Brendan Haywood,haywobr01,WAS
Vin Baker,bakervi01,2TM
Vin Baker,bakervi01,BOS
Vin Baker,bakervi01,NYK
Fred Hoiberg,hoibefr01,MIN
Greg Ostertag,ostergr01,UTA
Malik Rose,rosema01,SAS
Ruben Patterson,patteru01,POR
Matt Harpring,harprma01,UTA
Chris Kaman,kamanch01,LAC
Keith Bogans,boganke01,ORL
Jeff Foster,fosteje01,IND
Marko JariÄ,jaricma01,LAC
Alvin Williams,willial02,TOR
Nick Van Exel,vanexni01,GSW
Jarron Collins,collija03,UTA
Chris Mihm,mihmch01,2TM
Chris Mihm,mihmch01,CLE
Chris Mihm,mihmch01,BOS
Marcus Banks,banksma01,BOS
Lucious Harris,harrilu01,NJN
Marquis Daniels,daniema01,DAL
Casey Jacobsen,jacobca01,PHO
Jared Jeffries,jeffrja01,WAS
Jason Collins,collija04,NJN
Earl Watson,watsoea01,MEM
Howard Eisley,eisleho01,2TM
Howard Eisley,eisleho01,NYK
Howard Eisley,eisleho01,PHO
Vitaly Potapenko,potapvi01,SEA
Kareem Rush,rushka01,LAL
Anthony Johnson,johnsan02,IND
Aaron Williams,williaa01,NJN
Steve Blake,blakest01,WAS
John Salmons,salmojo01,PHI
Jake Voskuhl,voskuja01,PHO
Bobby Simmons,simmobo01,LAC
Jamaal Tinsley,tinslja01,IND
Anthony Peeler,peelean01,SAC
Chris Webber,webbech01,SAC
Dan Gadzuric,gadzuda01,MIL
Charlie Ward,wardch01,2TM
Charlie Ward,wardch01,NYK
Charlie Ward,wardch01,SAS
Jerome Williams,willije01,2TM
Jerome Williams,willije01,TOR
Jerome Williams,willije01,CHI
Kelvin Cato,catoke01,HOU
Eddie House,houseed01,LAC
Tony Battie,battito01,2TM
Tony Battie,battito01,BOS
