Player,ID,Team
Jayson Tatum,tatumja01,BOS
Joel Embiid,embiijo01,PHI
Luka DonÄiÄ,doncilu01,DAL
Shai Gilgeous-Alexander,gilgesh01,OKC
Giannis Antetokounmpo,antetgi01,MIL
Anthony Edwards,edwaran01,MIN
Julius Randle,randlju01,NYK
Donovan Mitchell,mitchdo01,CLE
Trae Young,youngtr01,ATL
Zach LaVine,lavinza01,CHI
Damian Lillard,lillada01,POR
De'Aaron Fox,foxde01,SAC
DeMar DeRozan,derozde01,CHI
Jaylen Brown,brownja02,BOS
Pascal Siakam,siakapa01,TOR
Lauri Markkanen,markkla01,UTA
Nikola JokiÄ,jokicni01,DEN
Jalen Green,greenja05,HOU
Jordan Poole,poolejo01,GSW
Mikal Bridges,bridgmi01,2TM
Mikal Bridges,bridgmi01,PHO
Mikal Bridges,bridgmi01,BRK
Stephen Curry,curryst01,GSW
Jalen Brunson,brunsja01,NYK
Kyrie Irving,irvinky01,2TM
Kyrie Irving,irvinky01,BRK
Kyrie Irving,irvinky01,DAL
Ja Morant,moranja01,MEM
LeBron James,jamesle01,LAL
CJ McCollum,mccolcj01,NOP
Bam Adebayo,adebaba01,MIA
Dejounte Murray,murrade01,ATL
Domantas Sabonis,sabondo01,SAC
Klay Thompson,thompkl01,GSW
Kristaps PorziÅÄ£is,porzikr01,WAS
Darius Garland,garlada01,CLE
Franz Wagner,wagnefr01,ORL
Devin Booker,bookede01,PHO
Jimmy Butler,butleji01,MIA
Anthony Davis,davisan02,LAL
Nikola VuÄeviÄ,vucevni01,CHI
Paolo Banchero,banchpa01,ORL
RJ Barrett,barrerj01,NYK
Keldon Johnson,johnske04,SAS
Spencer Dinwiddie,dinwisp01,2TM
Spencer Dinwiddie,dinwisp01,DAL
Spencer Dinwiddie,dinwisp01,BRK
Kevin Durant,duranke01,2TM
Kevin Durant,duranke01,BRK
Kevin Durant,duranke01,PHO
Kyle Kuzma,kuzmaky01,WAS
Tyler Herro,herroty01,MIA
Buddy Hield,hieldbu01,IND
Fred VanVleet,vanvlfr01,TOR
Paul George,georgpa01,LAC
Terry Rozier,roziete01,CHO
Anfernee Simons,simonan01,POR
Bennedict Mathurin,mathube01,IND
Jamal Murray,murraja01,DEN
Jerami Grant,grantje01,POR
Jrue Holiday,holidjr01,MIL
Evan Mobley,mobleev01,CLE
Bojan BogdanoviÄ,bogdabo02,DET
Jordan Clarkson,clarkjo01,UTA
D'Angelo Russell,russeda01,2TM
D'Angelo Russell,russeda01,MIN
D'Angelo Russell,russeda01,LAL
Josh Giddey,giddejo01,OKC
Desmond Bane,banede01,MEM
Kawhi Leonard,leonaka01,LAC
Brook Lopez,lopezbr01,MIL
Harrison Barnes,barneha02,SAC
Tyrese Maxey,maxeyty01,PHI
James Harden,hardeja01,PHI
Immanuel Quickley,quickim01,NYK
Jaden Ivey,iveyja01,DET
Deandre Ayton,aytonde01,PHO
Scottie Barnes,barnesc01,TOR
Jaren Jackson Jr.,jacksja02,MEM
Bradley Beal,bealbr01,WAS
Tyrese Haliburton,halibty01,IND
Russell Westbrook,westbru01,2TM
Russell Westbrook,westbru01,LAL
Russell Westbrook,westbru01,LAC
Trey Murphy III,murphtr02,NOP
Gary Trent Jr.,trentga02,TOR
P.J. Washington,washipj01,CHO
Kevin Huerter,huertke01,SAC
Kevin Porter Jr.,porteke02,HOU
OG Anunoby,anunoog01,TOR
Jonas ValanÄiÅ«nas,valanjo01,NOP
Christian Wood,woodch01,DAL
Myles Turner,turnemy01,IND
Brandon Ingram,ingrabr01,NOP
Aaron Gordon,gordoaa01,DEN
Alperen Sengun,sengual01,HOU
Tobias Harris,harrito02,PHI
Michael Porter Jr.,portemi01,DEN
Saddiq Bey,beysa01,2TM
Saddiq Bey,beysa01,DET
Saddiq Bey,beysa01,ATL
Jalen Williams,willija06,OKC
Dillon Brooks,brookdi01,MEM
Malik Monk,monkma01,SAC
KJ Martin,martike04,HOU
De'Andre Hunter,huntede01,ATL
Malik Beasley,beaslma01,2TM
Malik Beasley,beaslma01,UTA
Malik Beasley,beaslma01,LAL
Tim Hardaway Jr.,hardati02,DAL
Norman Powell,powelno01,LAC
Derrick White,whitede01,BOS
Luguentz Dort,dortlu01,OKC
Jabari Smith Jr.,smithja05,HOU
Malcolm Brogdon,brogdma01,BOS
Bobby Portis,portibo01,MIL
Keegan Murray,murrake02,SAC
Kelly Oubre Jr.,oubreke01,CHO
Jarrett Allen,allenja01,CLE
Nic Claxton,claxtni01,BRK
Jaden McDaniels,mcdanja02,MIN
Rudy Gobert,goberru01,MIN
John Collins,collijo01,ATL
Bruce Brown,brownbr01,DEN
Max Strus,strusma01,MIA
Caris LeVert,leverca01,CLE
Jakob Poeltl,poeltja01,2TM
Jakob Poeltl,poeltja01,SAS
Jakob Poeltl,poeltja01,TOR
Tre Jones,jonestr01,SAS
Wendell Carter Jr.,cartewe01,ORL
Mason Plumlee,plumlma01,2TM
Mason Plumlee,plumlma01,CHO
Mason Plumlee,plumlma01,LAC
Eric Gordon,gordoer01,2TM
Eric Gordon,gordoer01,HOU
Eric Gordon,gordoer01,LAC
Kelly Olynyk,olynyke01,UTA
LaMelo Ball,ballla01,CHO
Markelle Fultz,fultzma01,ORL
Austin Reaves,reaveau01,LAL
Patrick Williams,willipa01,CHI
Dennis SchrÃ¶der,schrode01,LAL
Tyus Jones,jonesty01,MEM
Kentavious Caldwell-Pope,caldwke01,DEN
Corey Kispert,kispeco01,WAS
Chris Paul,paulch01,PHO
Ivica Zubac,zubaciv01,LAC
Quentin Grimes,grimequ01,NYK
Mike Conley,conlemi01,2TM
Mike Conley,conlemi01,UTA
Mike Conley,conlemi01,MIN
Onyeka Okongwu,okongon01,ATL
Shaedon Sharpe,sharpsh01,POR
Killian Hayes,hayeski01,DET
Cole Anthony,anthoco01,ORL
Naz Reid,reidna01,MIN
De'Anthony Melton,meltode01,PHI
Clint Capela,capelca01,ATL
Tari Eason,easonta01,HOU
Bogdan BogdanoviÄ,bogdabo01,ATL
Jalen McDaniels,mcdanja01,2TM
Jalen McDaniels,mcdanja01,CHO
Jalen McDaniels,mcdanja01,PHI
Zion Williamson,willizi01,NOP
Grayson Allen,allengr01,MIL
Josh Hart,hartjo01,2TM
Josh Hart,hartjo01,POR
Josh Hart,hartjo01,NYK
Aaron Nesmith,nesmiaa01,IND
Gordon Hayward,haywago01,CHO
Zach Collins,colliza01,SAS
Marcus Morris,morrima03,LAC
Coby White,whiteco01,CHI
Terance Mann,mannte01,LAC
Chris Boucher,bouchch01,TOR
Andrew Nembhard,nembhan01,IND
Rui Hachimura,hachiru01,2TM
Rui Hachimura,hachiru01,WAS
Rui Hachimura,hachiru01,LAL
Daniel Gafford,gaffoda01,WAS
Jaylen Nowell,nowelja01,MIN
Marcus Smart,smartma01,BOS
Devin Vassell,vassede01,SAS
Talen Horton-Tucker,hortota01,UTA
Naji Marshall,marshna01,NOP
Deni Avdija,avdijde01,WAS
Santi Aldama,aldamsa01,MEM
Jusuf NurkiÄ,nurkiju01,POR
Reggie Jackson,jacksre01,2TM
Reggie Jackson,jacksre01,LAC
Reggie Jackson,jacksre01,DEN
Isaiah Joe,joeis01,OKC
Ayo Dosunmu,dosunay01,CHI
Collin Sexton,sextoco01,UTA
Caleb Martin,martica02,MIA
Walker Kessler,kesslwa01,UTA
Donte DiVincenzo,divindo01,GSW
Malaki Branham,branhma01,SAS
Royce O'Neale,onealro01,BRK
Cedi Osman,osmande01,CLE
Jonathan Kuminga,kuminjo01,GSW
Bones Hyland,hylanbo01,2TM
Bones Hyland,hylanbo01,DEN
Bones Hyland,hylanbo01,LAC
Doug McDermott,mcderdo01,SAS
Lonnie Walker IV,walkelo01,LAL
Josh Richardson,richajo01,2TM
Josh Richardson,richajo01,SAS
Josh Richardson,richajo01,NOP
Alec Burks,burksal01,DET
Jevon Carter,carteje01,MIL
T.J. McConnell,mccontj01,IND
Cameron Johnson,johnsca02,2TM
Cameron Johnson,johnsca02,PHO
Cameron Johnson,johnsca02,BRK
Herbert Jones,joneshe01,NOP
Kyle Anderson,anderky01,MIN
Keita Bates-Diop,bateske01,SAS
Jalen Smith,smithja04,IND
Gabe Vincent,vincega01,MIA
Grant Williams,willigr01,BOS
AJ Griffin,griffaj01,ATL
Shake Milton,miltosh01,PHI
Georges Niang,niangge01,PHI
Monte Morris,morrimo01,WAS
Bol Bol,bolbo01,ORL
Andrew Wiggins,wiggian01,GSW
Jarred Vanderbilt,vandeja01,2TM
Jarred Vanderbilt,vandeja01,UTA
Jarred Vanderbilt,vandeja01,LAL
Draymond Green,greendr01,GSW
Al Horford,horfoal01,BOS
Kyle Lowry,lowryky01,MIA
Jeremy Sochan,sochaje01,SAS
Jalen Duren,durenja01,DET
Damion Lee,leeda03,PHO
Cam Thomas,thomaca02,BRK
Karl-Anthony Towns,townska01,MIN
Moritz Wagner,wagnemo01,ORL
Torrey Craig,craigto01,PHO
Thomas Bryant,bryanth01,2TM
Thomas Bryant,bryanth01,LAL
Thomas Bryant,bryanth01,DEN
Kevon Looney,looneke01,GSW
Isaiah Stewart,stewais01,DET
Joe Harris,harrijo01,BRK
Trey Lyles,lylestr01,SAC
Reggie Bullock,bullore01,DAL
Seth Curry,curryse01,BRK
Brandon Clarke,clarkbr01,MEM
Dorian Finney-Smith,finnedo01,2TM
Dorian Finney-Smith,finnedo01,DAL
Dorian Finney-Smith,finnedo01,BRK
Jose Alvarado,alvarjo01,NOP
Josh Green,greenjo02,DAL
Luke Kennard,kennalu01,2TM
Luke Kennard,kennalu01,LAC
Luke Kennard,kennalu01,MEM
Jordan Nwora,nworajo01,2TM
Jordan Nwora,nworajo01,MIL
Jordan Nwora,nworajo01,IND
Troy Brown Jr.,browntr01,LAL
Devonte' Graham,grahade01,2TM
Devonte' Graham,grahade01,NOP
Devonte' Graham,grahade01,SAS
Nick Richards,richani01,CHO
Josh Okogie,okogijo01,PHO
Jalen Suggs,suggsja01,ORL
Hamidou Diallo,diallha01,DET
Terrence Ross,rosste01,2TM
Terrence Ross,rosste01,ORL
Terrence Ross,rosste01,PHO
Drew Eubanks,eubandr01,POR
Tre Mann,manntr01,OKC
Sam Hauser,hausesa01,BOS
Kevin Love,loveke01,2TM
Kevin Love,loveke01,CLE
Kevin Love,loveke01,MIA
Precious Achiuwa,achiupr01,TOR
Dwight Powell,poweldw01,DAL
Marvin Bagley III,baglema01,DET
Khris Middleton,middlkh01,MIL
Obi Toppin,toppiob01,NYK
Kendrick Nunn,nunnke01,2TM
Kendrick Nunn,nunnke01,LAL
Kendrick Nunn,nunnke01,WAS
Cameron Payne,payneca01,PHO
Taurean Prince,princta02,MIN
Isaac Okoro,okorois01,CLE
Aaron Wiggins,wiggiaa01,OKC
Nicolas Batum,batumni01,LAC
Dennis Smith Jr.,smithde03,CHO
Ochai Agbaji,agbajoc01,UTA
Pat Connaughton,connapa01,MIL
David Roddy,roddyda01,MEM
Trendon Watford,watfotr01,POR
Jock Landale,landajo01,PHO
Isaiah Jackson,jacksis01,IND
Davion Mitchell,mitchda01,SAC
James Wiseman,wisemja01,2TM
James Wiseman,wisemja01,GSW
James Wiseman,wisemja01,DET
Victor Oladipo,oladivi01,MIA
Larry Nance Jr.,nancela02,NOP
Jeff Green,greenje02,DEN
Mitchell Robinson,robinmi01,NYK
Terence Davis,daviste02,SAC
Xavier Tillman Sr.,tillmxa01,MEM
Cory Joseph,josepco01,DET
Kenrich Williams,willike04,OKC
Jaden Hardy,hardyja02,DAL
Anthony Lamb,lamban01,GSW
Patrick Beverley,beverpa01,2TM
Patrick Beverley,beverpa01,LAL
Patrick Beverley,beverpa01,CHI
Kevin Knox,knoxke01,2TM
Kevin Knox,knoxke01,DET
Kevin Knox,knoxke01,POR
Jordan Goodwin,goodwjo01,WAS
Isaiah Hartenstein,harteis01,NYK
Andre Drummond,drumman01,CHI
Oshae Brissett,brissos01,IND
Gary Harris,harriga01,ORL
Jalen Johnson,johnsja05,ATL
Mark Williams,willima07,CHO
Cam Reddish,reddica01,2TM
Cam Reddish,reddica01,NYK
Cam Reddish,reddica01,POR
John Wall,walljo01,LAC
Mike Muscala,muscami01,2TM
Mike Muscala,muscami01,OKC
Mike Muscala,muscami01,BOS
Will Barton,bartowi01,2TM
Will Barton,bartowi01,WAS
Will Barton,bartowi01,TOR
Edmond Sumner,sumneed01,BRK
Alex Caruso,carusal01,CHI
Josh Christopher,chrisjo01,HOU
Wenyen Gabriel,gabriwe01,LAL
Delon Wright,wrighde01,WAS
JaMychal Green,greenja01,GSW
Goran DragiÄ,dragigo01,2TM
Goran DragiÄ,dragigo01,CHI
Goran DragiÄ,dragigo01,MIL
John Konchar,konchjo01,MEM
Nickeil Alexander-Walker,alexani01,2TM
Nickeil Alexander-Walker,alexani01,UTA
Nickeil Alexander-Walker,alexani01,MIN
Chris Duarte,duartch01,IND
Dario Å ariÄ,saricda01,2TM
Dario Å ariÄ,saricda01,PHO
Dario Å ariÄ,saricda01,OKC
Steven Adams,adamsst01,MEM
Christian Braun,braunch01,DEN
Nassir Little,littlna01,POR
Isaiah Livers,liveris01,DET
Landry Shamet,shamela01,PHO
Simone Fontecchio,fontesi01,UTA
Lamar Stevens,stevela01,CLE
Mo Bamba,bambamo01,2TM
Mo Bamba,bambamo01,ORL
Mo Bamba,bambamo01,LAL
Yuta Watanabe,watanyu01,BRK
Chimezie Metu,metuch01,SAC
Montrezl Harrell,harremo01,PHI
Derrick Jones Jr.,jonesde02,CHI
Joe Ingles,inglejo01,MIL
T.J. Warren,warretj01,2TM
T.J. Warren,warretj01,BRK
T.J. Warren,warretj01,PHO
Ty Jerome,jeromty01,GSW
Moses Moody,moodymo01,GSW
R.J. Hampton,hamptrj01,2TM
R.J. Hampton,hamptrj01,ORL
R.J. Hampton,hamptrj01,DET
Vlatko ÄanÄar,cancavl01,DEN
Romeo Langford,langfro01,SAS
