Player,ID,Team
Kobe Bryant,bryanko01,LAL
LeBron James,jamesle01,CLE
Allen Iverson,iversal01,DEN
Amar'e Stoudemire,stoudam01,PHO
Carmelo Anthony,anthoca01,DEN
Richard Jefferson,jefferi01,NJN
Dirk Nowitzki,nowitdi01,DAL
Baron Davis,davisba01,GSW
Jason Richardson,richaja01,CHA
Joe Johnson,johnsjo02,ATL
Al Jefferson,jeffeal01,MIN
Carlos Boozer,boozeca01,UTA
Dwight Howard,howardw01,ORL
Antawn Jamison,jamisan01,WAS
Chris Paul,paulch01,NOH
Jamal Crawford,crawfja01,NYK
Monta Ellis,ellismo01,GSW
Rudy Gay,gayru01,MEM
Michael Redd,reddmi01,MIL
Andre Iguodala,iguodan01,PHI
Kevin Durant,duranke01,SEA
Vince Carter,cartevi01,NJN
Hedo TÃ¼rkoÄlu,turkohe01,ORL
Paul Pierce,piercpa01,BOS
Danny Granger,grangda01,IND
Mike Dunleavy,dunlemi02,IND
David West,westda01,NOH
Corey Maggette,maggeco01,LAC
Deron Williams,willide01,UTA
Josh Howard,howarjo01,DAL
Tim Duncan,duncati01,SAS
Chris Bosh,boshch01,TOR
Rashard Lewis,lewisra02,ORL
Stephen Jackson,jacksst02,GSW
Kevin Martin,martike02,SAC
Manu GinÃ³bili,ginobma01,SAS
Tracy McGrady,mcgratr01,HOU
Brandon Roy,roybr01,POR
Andre Miller,millean02,PHI
Josh Smith,smithjo03,ATL
Steve Nash,nashst01,PHO
LaMarcus Aldridge,aldrila01,POR
Kevin Garnett,garneke01,BOS
Ben Gordon,gordobe01,CHI
Chauncey Billups,billuch01,DET
Tony Parker,parketo01,SAS
Leandro Barbosa,barbole01,PHO
Ray Allen,allenra02,BOS
Jason Terry,terryja01,DAL
Peja StojakoviÄ,stojape01,NOH
Dwyane Wade,wadedw01,MIA
Pau Gasol,gasolpa01,2TM
Pau Gasol,gasolpa01,MEM
Pau Gasol,gasolpa01,LAL
Richard Hamilton,hamilri01,DET
Zach Randolph,randoza01,NYK
Yao Ming,mingya01,HOU
Gerald Wallace,wallage01,CHA
Marvin Williams,willima02,ATL
Caron Butler,butleca01,WAS
Metta World Peace,artesro01,SAC
Mike Miller,millemi01,MEM
Raymond Felton,feltora01,CHA
Mo Williams,willima01,MIL
Emeka Okafor,okafoem01,CHA
Ricky Davis,davisri01,MIA
Andrew Bogut,bogutan01,MIL
Rashad McCants,mccanra01,MIN
Al Harrington,harrial01,GSW
Lamar Odom,odomla01,LAL
Travis Outlaw,outlatr01,POR
AndrÃ©s Nocioni,nocioan01,CHI
Tayshaun Prince,princta01,DET
Luol Deng,denglu01,CHI
Mehmet Okur,okurme01,UTA
Ryan Gomes,gomesry01,MIN
Zydrunas Ilgauskas,ilgauzy01,CLE
Anthony Parker,parkean01,TOR
John Salmons,salmojo01,SAC
Al Thornton,thornal01,LAC
Cuttino Mobley,moblecu01,LAC
Rasheed Wallace,wallara01,DET
Shawn Marion,mariosh01,2TM
Shawn Marion,mariosh01,PHO
Shawn Marion,mariosh01,MIA
Francisco GarcÃ­a,garcifr01,SAC
Rafer Alston,alstora01,HOU
Brad Miller,millebr01,SAC
Derek Fisher,fishede01,LAL
Devin Harris,harride01,2TM
Devin Harris,harride01,DAL
Devin Harris,harride01,NJN
Tyson Chandler,chandty01,NOH
JosÃ© CalderÃ³n,caldejo01,TOR
Willie Green,greenwi01,PHI
Lou Williams,willilo02,PHI
Grant Hill,hillgr01,PHO
DeShawn Stevenson,stevede01,WAS
Troy Murphy,murphtr01,IND
Ronnie Brewer,brewero02,UTA
Nate Robinson,robinna01,NYK
J.R. Smith,smithjr01,DEN
Josh Childress,childjo01,ATL
Juan Carlos Navarro,navarju01,MEM
Raja Bell,bellra01,PHO
Charlie Villanueva,villach01,MIL
Linas Kleiza,kleizli01,DEN
Chris Kaman,kamanch01,LAC
Kenyon Martin,martike01,DEN
David Lee,leeda02,NYK
Samuel Dalembert,dalemsa01,PHI
Jason Kidd,kiddja01,2TM
Jason Kidd,kiddja01,NJN
Jason Kidd,kiddja01,DAL
Kirk Hinrich,hinriki01,CHI
Wally Szczerbiak,szczewa02,2TM
Wally Szczerbiak,szczewa02,SEA
Wally Szczerbiak,szczewa02,CLE
Hakim Warrick,warriha01,MEM
Brendan Haywood,haywobr01,WAS
Luis Scola,scolalu01,HOU
Jeff Green,greenje02,SEA
Earl Watson,watsoea01,SEA
Beno Udrih,udrihbe01,SAC
Shaquille O'Neal,onealsh01,2TM
Shaquille O'Neal,onealsh01,MIA
Shaquille O'Neal,onealsh01,PHO
Chris Wilcox,wilcoch01,SEA
Larry Hughes,hughela01,2TM
Larry Hughes,hughela01,CLE
Larry Hughes,hughela01,CHI
Michael Finley,finlemi01,SAS
Drew Gooden,goodedr01,2TM
Drew Gooden,goodedr01,CLE
Drew Gooden,goodedr01,CHI
Al Horford,horfoal01,ATL
Jarrett Jack,jackja01,POR
Rajon Rondo,rondora01,BOS
Martell Webster,webstma02,POR
Andris BiedriÅÅ¡,biedran01,GSW
Andrea Bargnani,bargnan01,TOR
Andrei Kirilenko,kirilan01,UTA
Kyle Lowry,lowryky01,MEM
Eddy Curry,curryed01,NYK
Tim Thomas,thomati01,LAC
