Player,ID,Team
James Harden,hardeja01,HOU
Damian Lillard,lillada01,POR
Devin Booker,bookede01,PHO
Giannis Antetokounmpo,antetgi01,MIL
Trae Young,youngtr01,ATL
Luka DonÄiÄ,doncilu01,DAL
Bradley Beal,bealbr01,WAS
LeBron James,jamesle01,LAL
Donovan Mitchell,mitchdo01,UTA
Anthony Davis,davisan02,LAL
CJ McCollum,mccolcj01,POR
Russell Westbrook,westbru01,HOU
Jayson Tatum,tatumja01,BOS
Kawhi Leonard,leonaka01,LAC
Zach LaVine,lavinza01,CHI
DeMar DeRozan,derozde01,SAS
Brandon Ingram,ingrabr01,NOP
Nikola JokiÄ,jokicni01,DEN
Tobias Harris,harrito02,PHI
Buddy Hield,hieldbu01,SAC
Pascal Siakam,siakapa01,TOR
Collin Sexton,sextoco01,CLE
Shai Gilgeous-Alexander,gilgesh01,OKC
T.J. Warren,warretj01,IND
Spencer Dinwiddie,dinwisp01,BRK
Khris Middleton,middlkh01,MIL
Bojan BogdanoviÄ,bogdabo02,UTA
Julius Randle,randlju01,NYK
Chris Paul,paulch01,OKC
Dennis SchrÃ¶der,schrode01,OKC
Evan Fournier,fournev01,ORL
Nikola VuÄeviÄ,vucevni01,ORL
Ja Morant,moranja01,MEM
Lou Williams,willilo02,LAC
Dillon Brooks,brookdi01,MEM
Andrew Wiggins,wiggian01,2TM
Andrew Wiggins,wiggian01,MIN
Andrew Wiggins,wiggian01,GSW
Montrezl Harrell,harremo01,LAC
Joel Embiid,embiijo01,PHI
Jrue Holiday,holidjr01,NOP
Kristaps PorziÅÄ£is,porzikr01,DAL
Danilo Gallinari,gallida01,OKC
Jaylen Brown,brownja02,BOS
Jimmy Butler,butleji01,MIA
Domantas Sabonis,sabondo01,IND
Bam Adebayo,adebaba01,MIA
Devonte' Graham,grahade01,CHO
Kemba Walker,walkeke02,BOS
Terry Rozier,roziete01,CHO
Kyle Lowry,lowryky01,TOR
Tim Hardaway Jr.,hardati02,DAL
Jamal Murray,murraja01,DEN
Jordan Clarkson,clarkjo01,2TM
Jordan Clarkson,clarkjo01,CLE
Jordan Clarkson,clarkjo01,UTA
De'Aaron Fox,foxde01,SAC
Harrison Barnes,barneha02,SAC
Kelly Oubre Jr.,oubreke01,PHO
Jonas ValanÄiÅ«nas,valanjo01,MEM
Hassan Whiteside,whiteha01,POR
D'Angelo Russell,russeda01,2TM
D'Angelo Russell,russeda01,GSW
D'Angelo Russell,russeda01,MIN
Paul George,georgpa01,LAC
Marcus Morris,morrima03,2TM
Marcus Morris,morrima03,NYK
Marcus Morris,morrima03,LAC
Rudy Gobert,goberru01,UTA
Kendrick Nunn,nunnke01,MIA
Terrence Ross,rosste01,ORL
Andre Drummond,drumman01,2TM
Andre Drummond,drumman01,DET
Andre Drummond,drumman01,CLE
LaMarcus Aldridge,aldrila01,SAS
Joe Harris,harrijo01,BRK
Alec Burks,burksal01,2TM
Alec Burks,burksal01,GSW
Alec Burks,burksal01,PHI
Jaren Jackson Jr.,jacksja02,MEM
Kevin Love,loveke01,CLE
Duncan Robinson,robindu01,MIA
Goran DragiÄ,dragigo01,MIA
Fred VanVleet,vanvlfr01,TOR
Ben Simmons,simmobe01,PHI
Karl-Anthony Towns,townska01,MIN
Bogdan BogdanoviÄ,bogdabo01,SAC
JJ Redick,redicjj01,NOP
Eric Bledsoe,bledser01,MIL
Gordon Hayward,haywago01,BOS
Derrick Rose,rosede01,DET
Carmelo Anthony,anthoca01,POR
Aaron Gordon,gordoaa01,ORL
Malcolm Brogdon,brogdma01,IND
John Collins,collijo01,ATL
Will Barton,bartowi01,DEN
Markelle Fultz,fultzma01,ORL
Robert Covington,covinro01,2TM
Robert Covington,covinro01,MIN
Robert Covington,covinro01,HOU
Coby White,whiteco01,CHI
Jerami Grant,grantje01,DEN
Ricky Rubio,rubiori01,PHO
Serge Ibaka,ibakase01,TOR
Miles Bridges,bridgmi02,CHO
Caris LeVert,leverca01,BRK
Eric Paschall,pascher01,GSW
DÄvis BertÄns,bertada01,WAS
Nemanja Bjelica,bjeline01,SAC
Norman Powell,powelno01,TOR
