Player,ID,Team
Shaquille O'Neal,onealsh01,LAL
Vince Carter,cartevi01,TOR
Karl Malone,malonka01,UTA
Allen Iverson,iversal01,PHI
Gary Payton,paytoga01,SEA
Jerry Stackhouse,stackje01,DET
Grant Hill,hillgr01,DET
Kevin Garnett,garneke01,MIN
Michael Finley,finlemi01,DAL
Chris Webber,webbech01,SAC
Ray Allen,allenra02,MIL
Alonzo Mourning,mournal01,MIA
Tim Duncan,duncati01,SAS
Glenn Robinson,robingl01,MIL
Antoine Walker,walkean02,BOS
Shareef Abdur-Rahim,abdursh01,VAN
Stephon Marbury,marbust01,NJN
Elton Brand,brandel01,CHI
Allan Houston,houstal01,NYK
Antonio McDyess,mcdyean01,DEN
Keith Van Horn,vanhoke01,NJN
Latrell Sprewell,sprewla01,NYK
Sam Cassell,cassesa01,MIL
Michael Dickerson,dickemi01,VAN
Kobe Bryant,bryanko01,LAL
Clifford Robinson,robincl02,PHO
Reggie Miller,millere01,IND
Shawn Kemp,kempsh01,CLE
Jalen Rose,roseja01,IND
Eddie Jones,jonesed02,CHH
Dirk Nowitzki,nowitdi01,DAL
Paul Pierce,piercpa01,BOS
David Robinson,robinda01,SAS
Steve Francis,francst01,HOU
Darrell Armstrong,armstda01,ORL
Jamal Mashburn,mashbja01,MIA
Rasheed Wallace,wallara01,POR
Jim Jackson,jacksji01,ATL
Vin Baker,bakervi01,SEA
Mitch Richmond,richmmi01,WAS
Cuttino Mobley,moblecu01,HOU
Nick Van Exel,vanexni01,DEN
Glen Rice,ricegl01,LAL
Lamar Odom,odomla01,LAC
Derrick Coleman,colemde01,CHH
Larry Hughes,hughela01,2TM
Larry Hughes,hughela01,PHI
Larry Hughes,hughela01,GSW
Steve Smith,smithst01,POR
Juwan Howard,howarju01,WAS
Tracy McGrady,mcgratr01,TOR
Terrell Brandon,brandte01,MIN
Mike Bibby,bibbymi01,VAN
Lamond Murray,murrala01,CLE
Bryon Russell,russebr01,UTA
Isaiah Rider,rideris01,ATL
Kenny Anderson,anderke01,BOS
Ron Mercer,mercero01,2TM
Ron Mercer,mercero01,DEN
Ron Mercer,mercero01,ORL
Cedric Ceballos,cebalce01,DAL
Rodney Rogers,rogerro01,PHO
David Wesley,wesleda01,CHH
Alan Henderson,hendeal01,ATL
Derek Anderson,anderde01,LAC
Othella Harrington,harriot01,VAN
Maurice Taylor,tayloma01,LAC
Lindsey Hunter,hunteli01,DET
Scottie Pippen,pippesc01,POR
Rik Smits,smitsri01,IND
Anfernee Hardaway,hardaan01,PHO
Chris Gatling,gatlich01,2TM
Chris Gatling,gatlich01,ORL
Chris Gatling,gatlich01,DEN
Shandon Anderson,andersh01,HOU
Bob Sura,surabo01,CLE
Raef LaFrentz,lafrera01,DEN
Vlade Divac,divacvl01,SAC
Christian Laettner,laettch01,DET
Jason Williams,willija02,SAC
Kendall Gill,gillke01,NJN
John Stockton,stockjo01,UTA
Elden Campbell,campbel01,CHH
Damon Stoudamire,stoudda01,POR
Tyrone Nesby,nesbyty01,LAC
Jason Kidd,kiddja01,PHO
Jeff Hornacek,hornaje01,UTA
Anthony Mason,masonan01,CHH
Brent Barry,barrybr01,SEA
Tim Thomas,thomati01,MIL
Dikembe Mutombo,mutomdi01,ATL
Ruben Patterson,patteru01,SEA
Patrick Ewing,ewingpa01,NYK
Malik Sealy,sealyma01,MIN
Avery Johnson,johnsav01,SAS
Andre Miller,millean02,CLE
Antonio Davis,davisan01,TOR
Donyell Marshall,marshdo01,GSW
Doug Christie,chrisdo01,TOR
Peja StojakoviÄ,stojape01,SAC
Rod Strickland,stricro02,WAS
Erick Strickland,stricer01,DAL
Metta World Peace,artesro01,CHI
Jason Caffey,caffeja01,GSW
Wally Szczerbiak,szczewa02,MIN
Antawn Jamison,jamisan01,GSW
John Amaechi,amaecjo01,ORL
Austin Croshere,croshau01,IND
Toni KukoÄ,kukocto01,2TM
Toni KukoÄ,kukocto01,CHI
Toni KukoÄ,kukocto01,PHI
Walt Williams,williwa02,HOU
Mookie Blaylock,blaylmo01,GSW
Johnny Newman,newmajo01,NJN
Tyrone Hill,hillty01,PHI
Tracy Murray,murratr01,WAS
Kerry Kittles,kittlke01,NJN
Anthony Peeler,peelean01,MIN
George McCloud,mccloge01,DEN
Corliss Williamson,willico02,SAC
Michael Olowokandi,olowomi01,LAC
Chucky Atkins,atkinch01,ORL
Nick Anderson,anderni01,SAC
Arvydas Sabonis,sabonar01,POR
Joe Smith,smithjo02,MIN
P.J. Brown,brownpj01,MIA
Larry Johnson,johnsla02,NYK
Dale Davis,davisda01,IND
Tom Gugliotta,guglito01,PHO
Travis Best,besttr01,IND
Wesley Person,persowe01,CLE
Vitaly Potapenko,potapvi01,BOS
George Lynch,lynchge01,PHI
Howard Eisley,eisleho01,UTA
Vonteego Cummings,cummivo01,GSW
Tariq Abdul-Wahad,abdulta01,2TM
Tariq Abdul-Wahad,abdulta01,ORL
Tariq Abdul-Wahad,abdulta01,DEN
Tim Hardaway,hardati01,MIA
Keon Clark,clarkke01,DEN
Jerome Williams,willije01,DET
Theo Ratliff,ratlith01,PHI
Pat Garrity,garripa01,ORL
Rashard Lewis,lewisra02,SEA
James Posey,poseyja01,DEN
Mark Jackson,jacksma01,IND
Jason Terry,terryja01,ATL
Eric Piatkowski,piatker01,LAC
Aaron McKie,mckieaa01,PHI
Eric Snow,snower01,PHI
Monty Williams,willimo01,ORL
Shawn Bradley,bradlsh01,DAL
Corey Maggette,maggeco01,ORL
Bimbo Coles,colesbi01,ATL
Chris Whitney,whitnch01,WAS
Terry Porter,portete01,SAS
Kurt Thomas,thomaku01,NYK
Richard Hamilton,hamilri01,WAS
Matt Geiger,geigema01,PHI
Voshon Lenard,lenarvo01,MIA
Aaron Williams,williaa01,WAS
Horace Grant,grantho01,SEA
Bryant Reeves,reevebr01,VAN
Kevin Willis,willike02,TOR
Brevin Knight,knighbr01,CLE
Marcus Camby,cambyma01,NYK
Kenny Thomas,thomake01,HOU
Mario Elie,eliema01,SAS
Hubert Davis,davishu01,DAL
Bonzi Wells,wellsbo01,POR
Detlef Schrempf,schrede01,POR
Jahidi White,whiteja01,WAS
Kelvin Cato,catoke01,HOU
Michael Doleac,doleami01,ORL
Clarence Weatherspoon,weathcl01,MIA
Ron Harper,harpero01,LAL
Terry Mills,millste01,DET
Charles Oakley,oaklech01,TOR
Troy Hudson,hudsotr01,LAC
Andrew DeClercq,declean01,CLE
Tony Battie,battito01,BOS
Sam Perkins,perkisa01,IND
Rick Fox,foxri01,LAL
Chris Carr,carrch01,2TM
Chris Carr,carrch01,GSW
Chris Carr,carrch01,CHI
Charlie Ward,wardch01,NYK
Shawn Marion,mariosh01,PHO
Scott Williams,willisc01,MIL
Dana Barros,barroda01,BOS
John Starks,starkjo01,2TM
John Starks,starkjo01,GSW
John Starks,starkjo01,CHI
Greg Anthony,anthogr01,POR
Lucious Harris,harrilu01,NJN
Jaren Jackson,jacksja01,SAS
Vernon Maxwell,maxweve01,SEA
Dell Curry,curryde01,TOR
Michael Curry,currymi01,DET
Dan Majerle,majerda01,MIA
Anthony Carter,cartean01,MIA
Malik Rose,rosema01,SAS
Jon Barry,barryjo01,SAC
Derek Fisher,fishede01,LAL
Bo Outlaw,outlabo01,ORL
Eric Williams,willier01,BOS
LaPhonso Ellis,ellisla01,ATL
Baron Davis,davisba01,CHH
Adrian Griffin,griffad01,BOS
Lawrence Funderburke,fundela01,SAC
Steve Nash,nashst01,DAL
Hersey Hawkins,hawkihe01,CHI
Rasho NesteroviÄ,nestera01,MIN
Eddie Robinson,robined01,CHH
Tony Farmer,farmeto01,GSW
Danny Ferry,ferryda01,CLE
Jamie Feick,feickja01,NJN
Brian Grant,grantbr01,POR
Hakeem Olajuwon,olajuha01,HOU
Luc Longley,longllu01,PHO
Scott Burrell,burresc01,NJN
Lorenzen Wright,wrighlo02,ATL
Chris Anstey,anstech01,CHI
Robert Horry,horryro01,LAL
Olden Polynice,polynol01,UTA
Sam Mitchell,mitchsa01,MIN
Mark Bryant,bryanma01,CLE
Brad Miller,millebr01,CHH
Carlos Rogers,rogerca01,HOU
Antonio Daniels,daniean01,SAS
Bryce Drew,drewbr01,HOU
Adonal Foyle,foylead01,GSW
Danny Fortson,fortsda01,BOS
A.C. Green,greenac01,LAL
Scot Pollard,pollasc01,SAC
Muggsy Bogues,boguemu01,TOR
Darrick Martin,martida01,SAC
Isaac Austin,austiis01,WAS
Todd Day,dayto01,PHO
John Wallace,wallajo01,NYK
Ben Wallace,wallabe01,ORL
Ervin Johnson,johnser02,MIL
Matt Bullard,bullama01,HOU
Randy Livingston,livinra01,PHO
Bobby Phills,phillbo01,CHH
Randy Brown,brownra02,CHI
Chris Childs,childch01,NYK
Billy Owens,owensbi01,2TM
Billy Owens,owensbi01,PHI
Billy Owens,owensbi01,GSW
Corey Benjamin,benjaco01,CHI
Bobby Jackson,jacksbo01,MIN
Dennis Scott,scottde01,VAN
Greg Ostertag,ostergr01,UTA
Samaki Walker,walkesa01,SAS
Vinny Del Negro,delnevi01,MIL
Rex Chapman,chapmre01,PHO
Chucky Brown,brownch01,2TM
Chucky Brown,brownch01,SAS
Chucky Brown,brownch01,CHH
Armen Gilliam,gilliar01,UTA
Danny Manning,mannida01,MIL
Al Harrington,harrial01,IND
Cedric Henderson,hendece02,CLE
Gerard King,kingge02,WAS
Matt Maloney,malonma01,CHI
John Crotty,crottjo01,DET
Oliver Miller,milleol01,PHO
Chris Mills,millsch01,GSW
Jerome Kersey,kerseje01,SAS
Roshown McLeod,mcleoro01,ATL
Elliot Perry,perryel01,NJN
Sean Rooks,rooksse01,DAL
Brian Shaw,shawbr01,LAL
Tony Delk,delkto01,SAC
Felipe LÃ³pez,lopezfe01,VAN
Alvin Williams,willial02,TOR
Charles Barkley,barklch01,HOU
Michael Smith,smithmi02,WAS
Jacque Vaughn,vaughja01,UTA
Dickey Simpkins,simpkdi01,CHI
Mark Strickland,stricma01,MIA
Quincy Lewis,lewisqu01,UTA
Fred Hoiberg,hoibefr01,CHI
Otis Thorpe,thorpot01,MIA
Greg Buckner,buckngr01,DAL
Jermaine O'Neal,onealje01,POR
Calbert Cheaney,cheanca01,BOS
Dee Brown,brownde01,TOR
Robert Pack,packro01,DAL
Sam Jacobson,jacobsa01,2TM
Sam Jacobson,jacobsa01,LAL
Sam Jacobson,jacobsa01,GSW
Bryant Stith,stithbr01,DEN
Chris Crawford,crawfch01,ATL
Jelani McCoy,mccoyje01,SEA
Chris Mullin,mullich01,IND
Keith Closs,closske01,LAC
Damon Jones,jonesda01,2TM
Damon Jones,jonesda01,GSW
Damon Jones,jonesda01,DAL
Walter McCarty,mccarwa01,BOS
Mikki Moore,mooremi01,DET
Ricky Davis,davisri01,CHH
Eric Murdock,murdoer01,LAC
Shammond Williams,willish01,SEA
Tyrone Corbin,corbity01,SAC
Emanual Davis,davisem01,SEA
Moochie Norris,norrimo01,HOU
Todd MacCulloch,maccuto01,PHI
Stacey Augmon,augmost01,POR
Greg Foster,fostegr01,SEA
Grant Long,longgr01,VAN
B.J. Armstrong,armstbj01,CHI
Bruce Bowen,bowenbr01,2TM
Bruce Bowen,bowenbr01,PHI
Bruce Bowen,bowenbr01,MIA
Dion Glover,glovedi01,ATL
Dedric Willoughby,willode01,CHI
Charles Jones,jonesch03,LAC
Terry Cummings,cummite01,GSW
Jeff McInnis,mcinnje01,LAC
Brian Skinner,skinnbr01,LAC
KornÃ©l DÃ¡vid,davidko01,2TM
KornÃ©l DÃ¡vid,davidko01,CHI
KornÃ©l DÃ¡vid,davidko01,CLE
Dale Ellis,ellisda01,2TM
Dale Ellis,ellisda01,MIL
Dale Ellis,ellisda01,CHH
Darvin Ham,hamda01,MIL
Cherokee Parks,parksch02,VAN
Will Perdue,perduwi01,CHI
Erick Dampier,dampier01,GSW
Toby Bailey,baileto01,PHO
Michael Ruffin,ruffimi01,CHI
Jim McIlvaine,mcilvji01,NJN
Robert Traylor,traylro01,MIL
Devean George,georgde01,LAL
William Avery,averywi01,MIN
Anthony Johnson,johnsan02,2TM
Anthony Johnson,johnsan02,ATL
Anthony Johnson,johnsan02,ORL
Doug Overton,overtdo01,BOS
Doug West,westdo01,VAN
Gary Trent,trentga01,DAL
J.R. Reid,reidjr01,MIL
Rodney Buford,buforro01,MIA
Don Reid,reiddo01,2TM
Don Reid,reiddo01,DET
Don Reid,reiddo01,WAS
Mark Davis,davisma02,GSW
Chris Herren,herrech01,DEN
Brent Price,pricebr01,VAN
Derrick McKey,mckeyde01,IND
Earl Boykins,boykiea01,2TM
Earl Boykins,boykiea01,ORL
Earl Boykins,boykiea01,CLE
Adam Keefe,keefead01,UTA
Todd Fuller,fulleto02,CHH
Ryan Bowen,bowenry01,DEN
Jud Buechler,buechju01,DET
Anthony Miller,millean01,HOU
Obinna Ekezie,ekeziob01,VAN
Cal Bowdler,bowdlca01,ATL
Sherman Douglas,douglsh01,NJN
Scott Padgett,padgesc01,UTA
Pete Chilcutt,chilcpe01,3TM
Pete Chilcutt,chilcpe01,UTA
Pete Chilcutt,chilcpe01,CLE
Pete Chilcutt,chilcpe01,LAC
Tom Hammonds,hammoto01,MIN
Sean Elliott,elliose01,SAS
Dean Garrett,garrede01,MIN
Sam Mack,macksa01,GSW
John Thomas,thomajo02,TOR
Chauncey Billups,billuch01,DEN
Travis Knight,knightr01,LAL
Milt Palacio,palacmi01,VAN
Corie Blount,blounco01,PHO
Gheorghe MureÈan,muresgh01,NJN
Popeye Jones,jonespo01,DEN
Chuck Person,persoch01,SEA
Rex Walters,waltere01,MIA
Evan Eschmeyer,eschmev01,NJN
Steve Kerr,kerrst01,SAS
Roy Rogers,rogerro02,DEN
Haywoode Workman,workmha01,2TM
Haywoode Workman,workmha01,MIL
Haywoode Workman,workmha01,TOR
Cory Alexander,alexaco01,DEN
Thomas Hamilton,hamilth01,HOU
Rick Hughes,hugheri02,DAL
Anthony Avent,aventan01,LAC
Tim Legler,legleti01,GSW
Bill Curley,curlebi01,2TM
Bill Curley,curlebi01,HOU
Bill Curley,curlebi01,GSW
Vladimir Stepania,stepavl01,SEA
Loy Vaught,vaughlo01,DET
Kevin Ollie,ollieke01,PHI
Rick Brunson,brunsri01,NYK
John Salley,sallejo01,LAL
Antoine Carr,carran01,VAN
Duane Causwell,causwdu01,MIA
Jonathan Bender,bendejo01,IND
Lazaro Borrell,borrela01,SEA
Rafer Alston,alstora01,MIL
Andrew Lang,langan01,NYK
Michael Stewart,stewami01,TOR
Jumaine Jones,jonesju01,PHI
Anthony Parker,parkean01,ORL
Chris Dudley,dudlech02,NYK
Nazr Mohammed,mohamna01,PHI
Derek Strong,stronde01,ORL
Tim Young,youngti01,GSW
Pervis Ellison,ellispe01,BOS
Ryan Stack,stackry01,CLE
Felton Spencer,spencfe01,SAS
Devin Gray,grayde01,HOU
Trajan Langdon,langdtr01,CLE
Laron Profit,profila01,WAS
Tyronn Lue,luety01,LAL
Tony Massenburg,masseto01,HOU
Jeff Foster,fosteje01,IND
Calvin Booth,boothca01,WAS
Don MacLean,macledo01,PHO
Antonio Harvey,harvean01,POR
Reggie Jordan,jordare01,WAS
Joe Stephens,stephjo01,VAN
Drew Barry,barrydr01,2TM
Drew Barry,barrydr01,GSW
Drew Barry,barrydr01,ATL
Derrick Dial,dialde01,SAS
Kevin Johnson,johnske02,PHO
Eric Montross,montrer01,DET
John Celestand,celesjo01,LAL
Rusty LaRue,larueru01,CHI
Å½an Tabak,tabakza01,IND
Dennis Rodman,rodmade01,DAL
Lari Ketner,ketnela01,2TM
Lari Ketner,ketnela01,CHI
Lari Ketner,ketnela01,CLE
Mirsad TÃ¼rkcan,turkcmi01,2TM
Mirsad TÃ¼rkcan,turkcmi01,NYK
Mirsad TÃ¼rkcan,turkcmi01,MIL
Etdrick Bohannon,bohanet01,2TM
Etdrick Bohannon,bohanet01,NYK
Etdrick Bohannon,bohanet01,LAC
Michael Cage,cagemi01,NJN
Bruno Å undov,sundobr01,DAL
Harold Jamison,jamisha01,MIA
Jamel Thomas,thomaja01,2TM
Jamel Thomas,thomaja01,BOS
Jamel Thomas,thomaja01,GSW
Matt Harpring,harprma01,ORL
Mark West,westma01,PHO
Bill Wennington,wennibi01,SAC
Lorenzo Williams,willilo01,WAS
Fred Vinson,vinsofr01,SEA
Mark Hendrickson,hendrma01,2TM
Mark Hendrickson,hendrma01,CLE
Mark Hendrickson,hendrma01,NJN
Gary Grant,grantga01,POR
Tim James,jamesti01,MIA
Joe Kleine,kleinjo01,POR
Donny Marshall,marshdo02,CLE
Khalid Reeves,reevekh01,CHI
Johnny Taylor,taylojo01,2TM
Johnny Taylor,taylojo01,DEN
Johnny Taylor,taylojo01,ORL
Marcus Brown,brownma01,DET
Stanley Roberts,roberst01,PHI
A.J. Bramlett,bramlaj01,CLE
Michael Hawkins,hawkimi01,CHH
Sean Marks,marksse01,TOR
Jermaine Jackson,jacksje01,DET
Aleksandar RadojeviÄ,radojal01,TOR
Eldridge Recasner,recasel01,CHH
DeMarco Johnson,johnsde02,NYK
Andrae Patterson,pattean01,MIN
Antonio Lang,langan02,2TM
Antonio Lang,langan02,TOR
Antonio Lang,langan02,PHI
Ira Bowman,bowmair01,PHI
Ryan Robertson,roberry01,SAC
Ben Davis,davisbe01,PHO
Kiwane Lemorris Garris,garriki01,ORL
Wayne Turner,turnewa01,BOS
Benoit Benjamin,benjabe01,CLE
Marty Conlon,conloma01,LAC
David Wingate,wingada01,NYK
Mario Bennett,bennema01,LAC
Derek Hood,hoodde01,CHH
Randell Jackson,jacksra02,DAL
Jason Miskiri,miskija01,CHH
Rodrick Rhodes,rhodero01,DAL
