Player,ID,Team
Kobe Bryant,bryanko01,LAL
LeBron James,jamesle01,CLE
Gilbert Arenas,arenagi01,WAS
Vince Carter,cartevi01,NJN
Dirk Nowitzki,nowitdi01,DAL
Carmelo Anthony,anthoca01,DEN
Ben Gordon,gordobe01,CHI
Tracy McGrady,mcgratr01,HOU
Allen Iverson,iversal01,2TM
Allen Iverson,iversal01,PHI
Allen Iverson,iversal01,DEN
Kevin Garnett,garneke01,MIN
Amar'e Stoudemire,stoudam01,PHO
Elton Brand,brandel01,LAC
Kevin Martin,martike02,SAC
Zach Randolph,randoza01,POR
Tim Duncan,duncati01,SAS
Eddy Curry,curryed01,NYK
Chris Bosh,boshch01,TOR
Carlos Boozer,boozeca01,UTA
Luol Deng,denglu01,CHI
Richard Hamilton,hamilri01,DET
Ray Allen,allenra02,SEA
Leandro Barbosa,barbole01,PHO
Dwight Howard,howardw01,ORL
Tony Parker,parketo01,SAS
Joe Johnson,johnsjo02,ATL
Michael Redd,reddmi01,MIL
Steve Nash,nashst01,PHO
Mehmet Okur,okurme01,UTA
Mike Bibby,bibbymi01,SAC
Shawn Marion,mariosh01,PHO
Dwyane Wade,wadedw01,MIA
Antawn Jamison,jamisan01,WAS
Andre Iguodala,iguodan01,PHI
Ricky Davis,davisri01,MIN
Jason Terry,terryja01,DAL
Rashard Lewis,lewisra02,SEA
Jermaine O'Neal,onealje01,IND
Kirk Hinrich,hinriki01,CHI
Josh Howard,howarjo01,DAL
Metta World Peace,artesro01,SAC
Gerald Wallace,wallage01,CHA
Deron Williams,willide01,UTA
Mike Miller,millemi01,MEM
Al Harrington,harrial01,2TM
Al Harrington,harrial01,IND
Al Harrington,harrial01,GSW
Monta Ellis,ellismo01,GSW
Corey Maggette,maggeco01,LAC
Baron Davis,davisba01,GSW
Manu GinÃ³bili,ginobma01,SAS
Pau Gasol,gasolpa01,MEM
Stephon Marbury,marbust01,NYK
Caron Butler,butleca01,WAS
Yao Ming,mingya01,HOU
Ruben Patterson,patteru01,MIL
Chauncey Billups,billuch01,DET
Josh Smith,smithjo03,ATL
Mo Williams,willima01,MIL
Paul Pierce,piercpa01,BOS
Tayshaun Prince,princta01,DET
Stephen Jackson,jacksst02,2TM
Stephen Jackson,jacksst02,IND
Stephen Jackson,jacksst02,GSW
Raja Bell,bellra01,PHO
Danny Granger,grangda01,IND
Charlie Bell,bellch01,MIL
Al Jefferson,jeffeal01,BOS
Chris Wilcox,wilcoch01,SEA
Chris Paul,paulch01,NOK
Raymond Felton,feltora01,CHA
Rafer Alston,alstora01,HOU
Cuttino Mobley,moblecu01,LAC
Andre Miller,millean02,2TM
Andre Miller,millean02,DEN
Andre Miller,millean02,PHI
Kyle Korver,korveky01,PHI
Mike Dunleavy,dunlemi02,2TM
Mike Dunleavy,dunlemi02,GSW
Mike Dunleavy,dunlemi02,IND
T.J. Ford,fordtj01,TOR
Larry Hughes,hughela01,CLE
Hakim Warrick,warriha01,MEM
Jason Kidd,kiddja01,NJN
Jamal Crawford,crawfja01,NYK
Desmond Mason,masonde01,NOK
Mark Blount,blounma01,MIN
Jameer Nelson,nelsoja01,ORL
Chucky Atkins,atkinch01,MEM
Hedo TÃ¼rkoÄlu,turkohe01,ORL
Emeka Okafor,okafoem01,CHA
Earl Boykins,boykiea01,2TM
Earl Boykins,boykiea01,DEN
Earl Boykins,boykiea01,MIL
Brandon Roy,roybr01,POR
David West,westda01,NOK
Jarrett Jack,jackja01,POR
Grant Hill,hillgr01,ORL
Rasheed Wallace,wallara01,DET
Zydrunas Ilgauskas,ilgauzy01,CLE
Jamaal Tinsley,tinslja01,IND
DeShawn Stevenson,stevede01,WAS
Adam Morrison,morriad01,CHA
Smush Parker,parkesm01,LAL
Anthony Parker,parkean01,TOR
Richard Jefferson,jefferi01,NJN
Matt Harpring,harprma01,UTA
Lamar Odom,odomla01,LAL
Drew Gooden,goodedr01,CLE
Ryan Gomes,gomesry01,BOS
Samuel Dalembert,dalemsa01,PHI
Zaza Pachulia,pachuza01,ATL
Luther Head,headlu01,HOU
Matt Carroll,carroma01,CHA
Rudy Gay,gayru01,MEM
Delonte West,westde01,BOS
Udonis Haslem,hasleud01,MIA
Gerald Green,greenge01,BOS
Willie Green,greenwi01,PHI
Marvin Williams,willima02,ATL
Tim Thomas,thomati01,LAC
Randy Foye,foyera01,MIN
Shane Battier,battish01,HOU
Mike James,jamesmi01,MIN
Derek Fisher,fishede01,UTA
J.R. Smith,smithjr01,DEN
Rasual Butler,butlera01,NOK
Jason Richardson,richaja01,GSW
Devin Harris,harride01,DAL
Andrew Bogut,bogutan01,MIL
Jerry Stackhouse,stackje01,DAL
MickaÃ«l PiÃ©trus,pietrmi01,GSW
Shareef Abdur-Rahim,abdursh01,SAC
Nick Collison,collini01,SEA
Marcus Camby,cambyma01,DEN
Andris BiedriÅÅ¡,biedran01,GSW
NenÃª,hilarne01,DEN
Luke Ridnour,ridnolu01,SEA
Juan Dixon,dixonju01,2TM
Juan Dixon,dixonju01,POR
Juan Dixon,dixonju01,TOR
Mikki Moore,mooremi01,NJN
Juwan Howard,howarju01,HOU
Chris Kaman,kamanch01,LAC
Andrea Bargnani,bargnan01,TOR
Jannero Pargo,pargoja01,NOK
