Player,ID,Team
Kevin Durant,duranke01,OKC
LeBron James,jamesle01,MIA
Kobe Bryant,bryanko01,LAL
Russell Westbrook,westbru01,OKC
Kevin Love,loveke01,MIN
Blake Griffin,griffbl01,LAC
Dirk Nowitzki,nowitdi01,DAL
Brandon Jennings,jennibr01,MIL
Carmelo Anthony,anthoca01,NYK
Josh Smith,smithjo03,ATL
Rudy Gay,gayru01,MEM
LaMarcus Aldridge,aldrila01,POR
Chris Paul,paulch01,LAC
Paul Pierce,piercpa01,BOS
Monta Ellis,ellismo01,2TM
Monta Ellis,ellismo01,GSW
Monta Ellis,ellismo01,MIL
Al Jefferson,jeffeal01,UTA
DeMarcus Cousins,couside01,SAC
Danny Granger,grangda01,IND
Deron Williams,willide01,NJN
David Lee,leeda02,GSW
Pau Gasol,gasolpa01,LAL
Joe Johnson,johnsjo02,ATL
Andrew Bynum,bynuman01,LAL
Antawn Jamison,jamisan01,CLE
Dwight Howard,howardw01,ORL
Tony Parker,parketo01,SAS
Dwyane Wade,wadedw01,MIA
John Wall,walljo01,WAS
Paul Millsap,millspa01,UTA
DeMar DeRozan,derozde01,TOR
James Harden,hardeja01,OKC
Tyreke Evans,evansty01,SAC
Chris Bosh,boshch01,MIA
Luis Scola,scolalu01,HOU
Marcin Gortat,gortama01,PHO
Greg Monroe,monrogr01,DET
Ty Lawson,lawsoty01,DEN
Carlos Boozer,boozeca01,CHI
Ryan Anderson,anderry01,ORL
Lou Williams,willilo02,PHI
Marc Gasol,gasolma01,MEM
Marcus Thornton,thornma01,SAC
Jason Terry,terryja01,DAL
Kevin Garnett,garneke01,BOS
Kyrie Irving,irvinky01,CLE
Arron Afflalo,afflaar01,DEN
Jordan Crawford,crawfjo02,WAS
Al Harrington,harrial01,DEN
Wesley Matthews,matthwe02,POR
Tim Duncan,duncati01,SAS
Jrue Holiday,holidjr01,PHI
Nick Young,youngni01,2TM
Nick Young,youngni01,WAS
Nick Young,youngni01,LAC
Kris Humphries,humphkr01,NJN
Derrick Rose,rosede01,CHI
Brandon Knight,knighbr03,DET
David West,westda01,IND
Jamal Crawford,crawfja01,POR
Roy Hibbert,hibbero01,IND
O.J. Mayo,mayooj01,MEM
Jeff Teague,teaguje01,ATL
Gerald Henderson,hendege02,CHA
Luol Deng,denglu01,CHI
Klay Thompson,thompkl01,GSW
Jared Dudley,dudleja01,PHO
Amar'e Stoudemire,stoudam01,NYK
Nicolas Batum,batumni01,POR
Rodney Stuckey,stuckro01,DET
Thaddeus Young,youngth01,PHI
Gerald Wallace,wallage01,2TM
Gerald Wallace,wallage01,POR
Gerald Wallace,wallage01,NJN
Kemba Walker,walkeke02,CHA
Paul George,georgpa01,IND
Tayshaun Prince,princta01,DET
Mike Conley,conlemi01,MEM
Gordon Hayward,haywago01,UTA
Ersan Ä°lyasova,ilyaser01,MIL
Marco Belinelli,belinma01,NOH
Goran DragiÄ,dragigo01,HOU
Steve Nash,nashst01,PHO
Andre Iguodala,iguodan01,PHI
Drew Gooden,goodedr01,MIL
Caron Butler,butleca01,LAC
JJ Redick,redicjj01,ORL
Isaiah Thomas,thomais02,SAC
Anthony Morrow,morroan01,NJN
Brandon Bass,bassbr01,BOS
Ramon Sessions,sessira01,2TM
Ramon Sessions,sessira01,CLE
Ramon Sessions,sessira01,LAL
Devin Harris,harride01,UTA
Randy Foye,foyera01,LAC
MarShon Brooks,brookma01,NJN
Leandro Barbosa,barbole01,2TM
Leandro Barbosa,barbole01,TOR
Leandro Barbosa,barbole01,IND
Jarrett Jack,jackja01,NOH
Tyson Chandler,chandty01,NYK
JaVale McGee,mcgeeja01,2TM
JaVale McGee,mcgeeja01,WAS
JaVale McGee,mcgeeja01,DEN
Mo Williams,willima01,LAC
Raymond Felton,feltora01,POR
Kevin Martin,martike02,HOU
Mike Dunleavy,dunlemi02,MIL
Jameer Nelson,nelsoja01,ORL
Channing Frye,fryech01,PHO
Kyle Lowry,lowryky01,HOU
Shawn Marion,mariosh01,DAL
Alonzo Gee,geeal01,CLE
Courtney Lee,leeco01,HOU
Elton Brand,brandel01,PHI
Ray Allen,allenra02,BOS
Joakim Noah,noahjo01,CHI
Nikola PekoviÄ,pekovni01,MIN
Shannon Brown,brownsh01,PHO
Ben Gordon,gordobe01,DET
Andre Miller,millean02,DEN
Luke Ridnour,ridnolu01,MIN
Brandon Rush,rushbr01,GSW
Rajon Rondo,rondora01,BOS
Jason Richardson,richaja01,ORL
Dorell Wright,wrighdo01,GSW
Danilo Gallinari,gallida01,DEN
Mario Chalmers,chalmma01,MIA
Darren Collison,collida01,IND
Chris Kaman,kamanch01,NOH
Vince Carter,cartevi01,DAL
Tyler Hansbrough,hansbty01,IND
DeJuan Blair,blairde01,SAS
Evan Turner,turneev01,PHI
Byron Mullens,mulleby01,CHA
Andrea Bargnani,bargnan01,TOR
Danny Green,greenda02,SAS
Serge Ibaka,ibakase01,OKC
Chandler Parsons,parsoch01,HOU
Greivis VÃ¡squez,vasqugr01,NOH
Jason Thompson,thompja02,SAC
Derrick Williams,willide02,MIN
Landry Fields,fieldla01,NYK
Marvin Williams,willima02,ATL
Richard Jefferson,jefferi01,2TM
Richard Jefferson,jefferi01,SAS
Richard Jefferson,jefferi01,GSW
Hedo TÃ¼rkoÄlu,turkohe01,ORL
Derrick Favors,favorde01,UTA
Nate Robinson,robinna01,GSW
Tony Allen,allento01,MEM
Glen Davis,davisgl01,ORL
James Johnson,johnsja01,TOR
Iman Shumpert,shumpim01,NYK
Chase Budinger,budinch01,HOU
Gary Neal,nealga01,SAS
Jonas Jerebko,jerebjo01,DET
Jodie Meeks,meeksjo01,PHI
JosÃ© CalderÃ³n,caldejo01,TOR
Tiago Splitter,splitti01,SAS
Michael Beasley,beaslmi01,MIN
NenÃª,hilarne01,2TM
NenÃª,hilarne01,DEN
NenÃª,hilarne01,WAS
D.J. Augustin,augusdj01,CHA
Kyle Korver,korveky01,CHI
Marreese Speights,speigma01,MEM
Corey Brewer,breweco01,DEN
Derrick Brown,brownde04,CHA
Jeremy Lin,linje01,NYK
Carl Landry,landrca01,NOH
C.J. Miles,milescj01,UTA
Kawhi Leonard,leonaka01,SAS
Grant Hill,hillgr01,PHO
Tristan Thompson,thomptr01,CLE
Metta World Peace,artesro01,LAL
Matt Barnes,barnema02,LAL
Samuel Dalembert,dalemsa01,HOU
Patrick Patterson,pattepa01,HOU
Carlos Delfino,delfica01,MIL
DeAndre Jordan,jordade01,LAC
Avery Bradley,bradlav01,BOS
Taj Gibson,gibsota01,CHI
George Hill,hillge01,IND
Corey Maggette,maggeco01,CHA
Steve Novak,novakst01,NYK
C.J. Watson,watsocj01,CHI
Linas Kleiza,kleizli01,TOR
Rodrigue Beaubois,beaubro01,DAL
Kenneth Faried,farieke01,DEN
Markieff Morris,morrima02,PHO
J.J. Barea,bareajo01,MIN
Jimmer Fredette,fredeji01,SAC
Stephen Jackson,jacksst02,2TM
Stephen Jackson,jacksst02,MIL
Stephen Jackson,jacksst02,SAS
Omri Casspi,casspom01,CLE
Ronnie Brewer,brewero02,CHI
Zaza Pachulia,pachuza01,ATL
Kevin SÃ©raphin,serapke01,WAS
Amir Johnson,johnsam01,TOR
J.J. Hickson,hicksjj01,2TM
J.J. Hickson,hicksjj01,SAC
J.J. Hickson,hicksjj01,POR
Trevor Ariza,arizatr01,NOH
Norris Cole,coleno01,MIA
Manu GinÃ³bili,ginobma01,SAS
Ricky Rubio,rubiori01,MIN
J.R. Smith,smithjr01,NYK
Matt Bonner,bonnema01,SAS
Alec Burks,burksal01,UTA
Jason Maxiell,maxieja01,DET
Delonte West,westde01,DAL
Trevor Booker,booketr01,WAS
Michael Redd,reddmi01,PHO
Ed Davis,davised01,TOR
Jordan Farmar,farmajo01,NJN
Willie Green,greenwi01,ATL
Gerald Green,greenge01,NJN
Al-Farouq Aminu,aminual01,NOH
Jason Smith,smithja02,NOH
Wesley Johnson,johnswe01,MIN
D.J. White,whitedj01,CHA
Udonis Haslem,hasleud01,MIA
Stephen Curry,curryst01,GSW
Josh Howard,howarjo01,UTA
John Lucas III,lucasjo02,CHI
Sebastian Telfair,telfase01,PHO
Anthony Parker,parkean01,CLE
Boris Diaw,diawbo01,2TM
Boris Diaw,diawbo01,CHA
Boris Diaw,diawbo01,SAS
Ivan Johnson,johnsiv01,ATL
Spencer Hawes,hawessp01,PHI
Ian Mahinmi,mahinia01,DAL
Jerryd Bayless,bayleje01,TOR
Derek Fisher,fishede01,2TM
Derek Fisher,fishede01,LAL
Derek Fisher,fishede01,OKC
Robin Lopez,lopezro01,PHO
Beno Udrih,udrihbe01,MIL
Dahntay Jones,jonesda02,IND
John Salmons,salmojo01,SAC
Brandan Wright,wrighbr03,DAL
Ekpe Udoh,udohek01,2TM
Ekpe Udoh,udohek01,GSW
Ekpe Udoh,udohek01,MIL
Dante Cunningham,cunnida01,MEM
Luc Mbah a Moute,mbahalu01,MIL
Lamar Odom,odomla01,DAL
Kendrick Perkins,perkike01,OKC
Bismack Biyombo,biyombi01,CHA
Richard Hamilton,hamilri01,CHI
Zach Randolph,randoza01,MEM
Martell Webster,webstma02,MIN
Gustavo AyÃ³n,ayongu01,NOH
Gary Forbes,forbega01,TOR
Shaun Livingston,livinsh01,MIL
Kirk Hinrich,hinriki01,ATL
Shane Battier,battish01,MIA
Daequan Cook,cookda02,OKC
Wayne Ellington,ellinwa01,MIN
Chris Singleton,singlch01,WAS
Enes Freedom,kanteen01,UTA
Tyrus Thomas,thomaty01,CHA
Chauncey Billups,billuch01,LAC
Jason Kidd,kiddja01,DAL
Charles Jenkins,jenkich01,GSW
Samardo Samuels,samuesa01,CLE
Sundiata Gaines,gainesu01,NJN
MickaÃ«l PiÃ©trus,pietrmi01,BOS
Marcus Camby,cambyma01,2TM
Marcus Camby,cambyma01,POR
Marcus Camby,cambyma01,HOU
Roger Mason,masonro01,WAS
DontÃ© Greene,greendo01,SAC
Nick Collison,collini01,OKC
Nikola VuÄeviÄ,vucevni01,PHI
Jannero Pargo,pargoja01,ATL
Brendan Haywood,haywobr01,DAL
Steve Blake,blakest01,LAL
Reggie Williams,willire02,CHA
Tracy McGrady,mcgratr01,ATL
Quincy Pondexter,pondequ01,MEM
Anderson VarejÃ£o,varejan01,CLE
Rudy FernÃ¡ndez,fernaru01,DEN
Shelden Williams,willish02,NJN
Jan VeselÃ½,veselja01,WAS
Emeka Okafor,okafoem01,NOH
Daniel Gibson,gibsoda01,CLE
Kosta Koufos,koufoko01,DEN
Anthony Randolph,randoan01,MIN
Johan Petro,petrojo01,NJN
Xavier Henry,henryxa01,NOH
Timofey Mozgov,mozgoti01,DEN
Toney Douglas,douglto01,NYK
Chris Duhon,duhonch01,ORL
Mike Miller,millemi01,MIA
Francisco GarcÃ­a,garcifr01,SAC
Shelvin Mack,macksh01,WAS
Dominic McGuire,mcguido01,GSW
Hakim Warrick,warriha01,PHO
Andray Blatche,blatcan01,WAS
Vladimir RadmanoviÄ,radmavl01,ATL
Joel Anthony,anthojo01,MIA
Jon Leuer,leuerjo01,MIL
Raja Bell,bellra01,UTA
Rashard Lewis,lewisra02,WAS
Kenyon Martin,martike01,LAC
Quentin Richardson,richaqu01,ORL
Lou Amundson,amundlo01,IND
Terrence Williams,willite01,2TM
Terrence Williams,willite01,HOU
Terrence Williams,willite01,SAC
Tobias Harris,harrito02,MIL
Anthony Tolliver,tollian01,MIN
Ãmer AÅÄ±k,asikom01,CHI
