Player,ID,Team
Dwyane Wade,wadedw01,MIA
LeBron James,jamesle01,CLE
Kobe Bryant,bryanko01,LAL
Dirk Nowitzki,nowitdi01,DAL
Kevin Durant,duranke01,OKC
Antawn Jamison,jamisan01,WAS
Chris Paul,paulch01,NOH
Brandon Roy,roybr01,POR
Chris Bosh,boshch01,TOR
Danny Granger,grangda01,IND
Ben Gordon,gordobe01,CHI
Joe Johnson,johnsjo02,ATL
Vince Carter,cartevi01,NJN
Paul Pierce,piercpa01,BOS
Dwight Howard,howardw01,ORL
Richard Jefferson,jefferi01,MIL
David West,westda01,NOH
Tony Parker,parketo01,SAS
Andre Iguodala,iguodan01,PHI
Pau Gasol,gasolpa01,LAL
O.J. Mayo,mayooj01,MEM
Yao Ming,mingya01,HOU
Carmelo Anthony,anthoca01,DEN
Rudy Gay,gayru01,MEM
LaMarcus Aldridge,aldrila01,POR
Devin Harris,harride01,NJN
Al Harrington,harrial01,2TM
Al Harrington,harrial01,GSW
Al Harrington,harrial01,NYK
Tim Duncan,duncati01,SAS
Jason Terry,terryja01,DAL
John Salmons,salmojo01,2TM
John Salmons,salmojo01,SAC
John Salmons,salmojo01,CHI
Mo Williams,willima01,CLE
Ray Allen,allenra02,BOS
Rashard Lewis,lewisra02,ORL
Chauncey Billups,billuch01,2TM
Chauncey Billups,billuch01,DET
Chauncey Billups,billuch01,DEN
Caron Butler,butleca01,WAS
Derrick Rose,rosede01,CHI
Andre Miller,millean02,PHI
Shaquille O'Neal,onealsh01,PHO
Deron Williams,willide01,UTA
Hedo TÃ¼rkoÄlu,turkohe01,ORL
David Lee,leeda02,NYK
Jeff Green,greenje02,OKC
Jamal Crawford,crawfja01,2TM
Jamal Crawford,crawfja01,NYK
Jamal Crawford,crawfja01,GSW
Nate Robinson,robinna01,NYK
Charlie Villanueva,villach01,MIL
Russell Westbrook,westbru01,OKC
Kevin Martin,martike02,SAC
Eric Gordon,gordoer01,LAC
J.R. Smith,smithjr01,DEN
Richard Hamilton,hamilri01,DET
Mehmet Okur,okurme01,UTA
Stephen Jackson,jacksst02,GSW
Jason Richardson,richaja01,2TM
Jason Richardson,richaja01,CHA
Jason Richardson,richaja01,PHO
Andrea Bargnani,bargnan01,TOR
Al Thornton,thornal01,LAC
Wilson Chandler,chandwi01,NYK
Gerald Wallace,wallage01,CHA
Metta World Peace,artesro01,HOU
Mike Bibby,bibbymi01,ATL
Tayshaun Prince,princta01,DET
Raymond Felton,feltora01,CHA
Steve Nash,nashst01,PHO
Al Jefferson,jeffeal01,MIN
Thaddeus Young,youngth01,PHI
Randy Foye,foyera01,MIN
Amar'e Stoudemire,stoudam01,PHO
Michael Beasley,beaslmi01,MIA
NenÃª,hilarne01,DEN
Ronnie Brewer,brewero02,UTA
T.J. Ford,fordtj01,IND
Ryan Gomes,gomesry01,MIN
Emeka Okafor,okafoem01,CHA
Jarrett Jack,jackja01,IND
Josh Smith,smithjo03,ATL
Boris Diaw,diawbo01,2TM
Boris Diaw,diawbo01,PHO
Boris Diaw,diawbo01,CHA
Brook Lopez,lopezbr01,NJN
Kelenna Azubuike,azubuke01,GSW
Rodney Stuckey,stuckro01,DET
Luis Scola,scolalu01,HOU
Troy Murphy,murphtr01,IND
Zach Randolph,randoza01,2TM
Zach Randolph,randoza01,NYK
Zach Randolph,randoza01,LAC
Lou Williams,willilo02,PHI
Travis Outlaw,outlatr01,POR
Paul Millsap,millspa01,UTA
Allen Iverson,iversal01,2TM
Allen Iverson,iversal01,DEN
Allen Iverson,iversal01,DET
Leandro Barbosa,barbole01,PHO
Grant Hill,hillgr01,PHO
Ramon Sessions,sessira01,MIL
Marc Gasol,gasolma01,MEM
Ronald Murray,murraro01,ATL
Roger Mason,masonro01,SAS
Baron Davis,davisba01,LAC
Rajon Rondo,rondora01,BOS
Hakim Warrick,warriha01,MEM
Corey Maggette,maggeco01,GSW
Josh Howard,howarjo01,DAL
Rasual Butler,butlera01,NOH
Jason Thompson,thompja02,SAC
Jermaine O'Neal,onealje01,2TM
