Player,ID,Team
Kobe Bryant,bryanko01,LAL
Tracy McGrady,mcgratr01,ORL
Allen Iverson,iversal01,PHI
Paul Pierce,piercpa01,BOS
Dirk Nowitzki,nowitdi01,DAL
Tim Duncan,duncati01,SAS
Kevin Garnett,garneke01,MIN
Allan Houston,houstal01,NYK
Shaquille O'Neal,onealsh01,LAL
Antawn Jamison,jamisan01,GSW
Jalen Rose,roseja01,CHI
Stephon Marbury,marbust01,PHO
Jamal Mashburn,mashbja01,NOH
Shawn Marion,mariosh01,PHO
Ray Allen,allenra02,2TM
Ray Allen,allenra02,MIL
Ray Allen,allenra02,SEA
Steve Francis,francst01,HOU
Karl Malone,malonka01,UTA
Michael Jordan,jordami01,WAS
Gary Payton,paytoga01,2TM
Gary Payton,paytoga01,SEA
Gary Payton,paytoga01,MIL
Ricky Davis,davisri01,CLE
Richard Hamilton,hamilri01,DET
Shareef Abdur-Rahim,abdursh01,ATL
Jermaine O'Neal,onealje01,IND
Antoine Walker,walkean02,BOS
Pau Gasol,gasolpa01,MEM
Chris Webber,webbech01,SAC
Sam Cassell,cassesa01,MIL
Jerry Stackhouse,stackje01,WAS
Gilbert Arenas,arenagi01,GSW
Jason Kidd,kiddja01,NJN
Steve Nash,nashst01,DAL
Glenn Robinson,robingl01,ATL
Juwan Howard,howarju01,DEN
Rashard Lewis,lewisra02,SEA
Jason Terry,terryja01,ATL
Zydrunas Ilgauskas,ilgauzy01,CLE
Peja StojakoviÄ,stojape01,SAC
Matt Harpring,harprma01,UTA
Rasheed Wallace,wallara01,POR
Michael Finley,finlemi01,DAL
Kenyon Martin,martike01,NJN
Jason Richardson,richaja01,GSW
Cuttino Mobley,moblecu01,HOU
Tony Parker,parketo01,SAS
Richard Jefferson,jefferi01,NJN
Michael Redd,reddmi01,MIL
David Wesley,wesleda01,NOH
Latrell Sprewell,sprewla01,NYK
Caron Butler,butleca01,MIA
Chauncey Billups,billuch01,DET
Keith Van Horn,vanhoke01,PHI
Morris Peterson,petermo01,TOR
Desmond Mason,masonde01,2TM
Desmond Mason,masonde01,SEA
Desmond Mason,masonde01,MIL
Elton Brand,brandel01,LAC
Bonzi Wells,wellsbo01,POR
Kurt Thomas,thomaku01,NYK
Troy Hudson,hudsotr01,MIN
Amar'e Stoudemire,stoudam01,PHO
Yao Ming,mingya01,HOU
Andre Miller,millean02,LAC
Corey Maggette,maggeco01,LAC
Metta World Peace,artesro01,IND
Tim Thomas,thomati01,MIL
Derek Anderson,anderde01,POR
Eric Snow,snower01,PHI
Donyell Marshall,marshdo01,CHI
Alvin Williams,willial02,TOR
Mike Miller,millemi01,2TM
Mike Miller,millemi01,ORL
Mike Miller,millemi01,MEM
Al Harrington,harrial01,IND
Clifford Robinson,robincl02,DET
Corliss Williamson,willico02,DET
Andrei Kirilenko,kirilan01,UTA
Brad Miller,millebr01,IND
Stephen Jackson,jacksst02,SAS
Gordan GiriÄek,giricgo01,2TM
Gordan GiriÄek,giricgo01,MEM
Gordan GiriÄek,giricgo01,ORL
Troy Murphy,murphtr01,GSW
Jason Williams,willija02,MEM
Wally Szczerbiak,szczewa02,MIN
Nick Van Exel,vanexni01,DAL
Voshon Lenard,lenarvo01,TOR
Bobby Jackson,jacksbo01,SAC
James Posey,poseyja01,2TM
James Posey,poseyja01,DEN
James Posey,poseyja01,HOU
Vince Carter,cartevi01,TOR
John Stockton,stockjo01,UTA
Reggie Miller,millere01,IND
Mike Bibby,bibbymi01,SAC
Drew Gooden,goodedr01,2TM
Drew Gooden,goodedr01,MEM
Drew Gooden,goodedr01,ORL
Eddie Jones,jonesed02,MIA
Pat Garrity,garripa01,ORL
Derek Fisher,fishede01,LAL
Rasho NesteroviÄ,nestera01,MIN
Jamal Crawford,crawfja01,CHI
Larry Hughes,hughela01,WAS
Baron Davis,davisba01,NOH
Eddy Curry,curryed01,CHI
Kerry Kittles,kittlke01,NJN
Brian Grant,grantbr01,MIA
Jamaal Magloire,magloja01,NOH
NenÃª,hilarne01,DEN
P.J. Brown,brownpj01,NOH
Malik Rose,rosema01,SAS
Carlos Boozer,boozeca01,CLE
Joe Johnson,johnsjo02,PHO
Lorenzen Wright,wrighlo02,MEM
Vlade Divac,divacvl01,SAC
Lucious Harris,harrilu01,NJN
Jumaine Jones,jonesju01,CLE
Brent Barry,barrybr01,SEA
Predrag Drobnjak,drobnpr01,SEA
Darrell Armstrong,armstda01,ORL
Malik Allen,allenma01,MIA
Shane Battier,battish01,MEM
Doug Christie,chrisdo01,SAC
Eric Williams,willier01,BOS
Howard Eisley,eisleho01,NYK
Antonio Davis,davisan01,TOR
Dion Glover,glovedi01,ATL
Toni KukoÄ,kukocto01,MIL
Wesley Person,persowe01,MEM
Vladimir RadmanoviÄ,radmavl01,SEA
Aaron McKie,mckieaa01,PHI
Kendall Gill,gillke01,MIN
Lamar Odom,odomla01,LAC
Jay Williams,willija03,CHI
Theo Ratliff,ratlith01,ATL
Calbert Cheaney,cheanca01,UTA
Tyson Chandler,chandty01,CHI
Jerome Williams,willije01,TOR
Scottie Pippen,pippesc01,POR
Shandon Anderson,andersh01,NYK
Rick Fox,foxri01,LAL
Erick Dampier,dampier01,GSW
Kenny Thomas,thomake01,2TM
Kenny Thomas,thomake01,HOU
Kenny Thomas,thomake01,PHI
Eddie Griffin,griffed01,HOU
Tony Delk,delkto01,BOS
Zach Randolph,randoza01,POR
Rodney White,whitero02,DEN
Ruben Patterson,patteru01,POR
Tyronn Lue,luety01,WAS
Stromile Swift,swiftst01,MEM
Raef LaFrentz,lafrera01,DAL
Christian Laettner,laettch01,WAS
Anthony Peeler,peelean01,MIN
Dajuan Wagner,wagneda02,CLE
Shammond Williams,willish01,2TM
Shammond Williams,willish01,BOS
