Player,ID,Team
Michael Jordan,jordami01,CHI
Karl Malone,malonka01,UTA
Glen Rice,ricegl01,CHH
Mitch Richmond,richmmi01,SAC
Latrell Sprewell,sprewla01,GSW
Hakeem Olajuwon,olajuha01,HOU
Kendall Gill,gillke01,NJN
Allen Iverson,iversal01,PHI
Gary Payton,paytoga01,SEA
Patrick Ewing,ewingpa01,NYK
Reggie Miller,millere01,IND
Grant Hill,hillgr01,DET
Glenn Robinson,robingl01,MIL
Jerry Stackhouse,stackje01,PHI
Tom Gugliotta,guglito01,MIN
Scottie Pippen,pippesc01,CHI
Tim Hardaway,hardati01,MIA
Vin Baker,bakervi01,MIL
Damon Stoudamire,stoudda01,TOR
Juwan Howard,howarju01,WSB
Terrell Brandon,brandte01,CLE
Shawn Kemp,kempsh01,SEA
Shareef Abdur-Rahim,abdursh01,VAN
Joe Smith,smithjo02,GSW
Christian Laettner,laettch01,ATL
Steve Smith,smithst01,ATL
Chris Webber,webbech01,WSB
Kenny Anderson,anderke01,POR
Antoine Walker,walkean02,BOS
Kevin Johnson,johnske02,PHO
Rod Strickland,stricro02,WSB
Eddie Jones,jonesed02,LAL
Dale Ellis,ellisda01,DEN
Mookie Blaylock,blaylmo01,ATL
Antonio McDyess,mcdyean01,DEN
Kerry Kittles,kittlke01,NJN
Shaquille O'Neal,onealsh01,LAL
Alonzo Mourning,mournal01,MIA
Kevin Garnett,garneke01,MIN
Rony Seikaly,seikaro01,ORL
Michael Finley,finlemi01,2TM
Michael Finley,finlemi01,PHO
Michael Finley,finlemi01,DAL
David Wesley,wesleda01,BOS
Jim Jackson,jacksji01,2TM
Jim Jackson,jacksji01,DAL
Jim Jackson,jacksji01,NJN
Clifford Robinson,robincl02,POR
Isaiah Rider,rideris01,POR
Loy Vaught,vaughlo01,LAC
Bryant Reeves,reevebr01,VAN
Anfernee Hardaway,hardaan01,ORL
Nick Van Exel,vanexni01,LAL
LaPhonso Ellis,ellisla01,DEN
Walt Williams,williwa02,TOR
Allan Houston,houstal01,NYK
Jeff Hornacek,hornaje01,UTA
Anthony Mason,masonan01,CHH
John Stockton,stockjo01,UTA
Todd Day,dayto01,BOS
Doug Christie,chrisdo01,TOR
Rick Fox,foxri01,BOS
Lindsey Hunter,hunteli01,DET
Joe Dumars,dumarjo01,DET
Elden Campbell,campbel01,LAL
Dominique Wilkins,wilkido01,SAS
Chris Mullin,mullich01,GSW
Hersey Hawkins,hawkihe01,SEA
Clyde Drexler,drexlcl01,HOU
Ray Allen,allenra02,MIL
Wesley Person,persowe01,PHO
Malik Sealy,sealyma01,LAC
Eric Williams,willier01,BOS
Chris Mills,millsch01,CLE
Rodney Rogers,rogerro01,LAC
Dikembe Mutombo,mutomdi01,ATL
John Starks,starkjo01,NYK
Stephon Marbury,marbust01,MIN
Anthony Peeler,peelean01,VAN
Danny Manning,mannida01,PHO
Otis Thorpe,thorpot01,DET
Derrick Coleman,colemde01,PHI
Mahmoud Abdul-Rauf,abdulma02,SAC
Olden Polynice,polynol01,SAC
Vlade Divac,divacvl01,CHH
Detlef Schrempf,schrede01,SEA
Charles Barkley,barklch01,HOU
Dell Curry,curryde01,CHH
Clarence Weatherspoon,weathcl01,PHI
Larry Johnson,johnsla02,NYK
Sam Cassell,cassesa01,3TM
Sam Cassell,cassesa01,PHO
Sam Cassell,cassesa01,DAL
Sam Cassell,cassesa01,NJN
Shawn Bradley,bradlsh01,2TM
Shawn Bradley,bradlsh01,NJN
Shawn Bradley,bradlsh01,DAL
Tyrone Hill,hillty01,CLE
Rasheed Wallace,wallara01,POR
Marcus Camby,cambyma01,TOR
Vernon Maxwell,maxweve01,SAS
Arvydas Sabonis,sabonar01,POR
Corliss Williamson,willico02,SAC
Mario Elie,eliema01,HOU
Rex Chapman,chapmre01,PHO
Voshon Lenard,lenarvo01,MIA
Darrick Martin,martida01,LAC
Chris Gatling,gatlich01,2TM
Chris Gatling,gatlich01,DAL
Chris Gatling,gatlich01,NJN
Sam Perkins,perkisa01,SEA
Rik Smits,smitsri01,IND
Vinny Del Negro,delnevi01,SAS
Gary Trent,trentga01,POR
Bryon Russell,russebr01,UTA
Danny Ferry,ferryda01,CLE
Bobby Phills,phillbo01,CLE
Charles Oakley,oaklech01,NYK
Antonio Davis,davisan01,IND
Terry Mills,millste01,DET
Gerald Wilkins,wilkige01,ORL
Horace Grant,grantho01,ORL
Kevin Willis,willike02,HOU
Calbert Cheaney,cheanca01,WSB
Dale Davis,davisda01,IND
Dennis Scott,scottde01,ORL
Jamal Mashburn,mashbja01,2TM
Jamal Mashburn,mashbja01,DAL
Jamal Mashburn,mashbja01,MIA
Tracy Murray,murratr01,WSB
Mark Jackson,jacksma01,2TM
Mark Jackson,jacksma01,DEN
Mark Jackson,jacksma01,IND
Avery Johnson,johnsav01,SAS
Mark Price,pricema01,GSW
Isaac Austin,austiis01,MIA
Gheorghe MureÈan,muresgh01,WSB
Bryant Stith,stithbr01,DEN
Robert Pack,packro01,2TM
Robert Pack,packro01,NJN
Robert Pack,packro01,DAL
Matt Maloney,malonma01,HOU
Sam Mitchell,mitchsa01,MIN
Sherman Douglas,douglsh01,MIL
P.J. Brown,brownpj01,MIA
Nick Anderson,anderni01,ORL
Bob Sura,surabo01,CLE
Travis Best,besttr01,IND
Toni KukoÄ,kukocto01,CHI
Derek Harper,harpede01,DAL
Cedric Ceballos,cebalce01,2TM
Cedric Ceballos,cebalce01,LAL
Cedric Ceballos,cebalce01,PHO
Billy Owens,owensbi01,SAC
Johnny Newman,newmajo01,MIL
Sasha DaniloviÄ,danilsa01,2TM
Sasha DaniloviÄ,danilsa01,MIA
Sasha DaniloviÄ,danilsa01,DAL
Derek Strong,stronde01,ORL
Armen Gilliam,gilliar01,MIL
Tyrone Corbin,corbity01,ATL
Steve Kerr,kerrst01,CHI
Ricky Pierce,piercri01,2TM
Ricky Pierce,piercri01,DEN
Ricky Pierce,piercri01,CHH
George McCloud,mccloge01,2TM
George McCloud,mccloge01,DAL
George McCloud,mccloge01,LAL
Mark Davis,davisma02,PHI
Bo Outlaw,outlabo01,LAC
Greg Anthony,anthogr01,VAN
Popeye Jones,jonespo01,TOR
Chris Childs,childch01,NYK
Antoine Carr,carran01,UTA
Jason Kidd,kiddja01,2TM
Jason Kidd,kiddja01,DAL
Jason Kidd,kiddja01,PHO
Carl Herrera,herreca01,SAS
A.C. Green,greenac01,2TM
A.C. Green,greenac01,PHO
A.C. Green,greenac01,DAL
Monty Williams,willimo01,SAS
Sean Elliott,elliose01,SAS
Ervin Johnson,johnser02,DEN
Cory Alexander,alexaco01,SAS
Marty Conlon,conloma01,BOS
James Robinson,robinja02,MIN
