Player,ID,Team
Michael Jordan,jordami01,CHI
Karl Malone,malonka01,UTA
Patrick Ewing,ewingpa01,NYK
Chris Mullin,mullich01,GSW
David Robinson,robinda01,SAS
Dominique Wilkins,wilkido01,ATL
Tim Hardaway,hardati01,GSW
Reggie Miller,millere01,IND
Charles Barkley,barklch01,PHI
Mitch Richmond,richmmi01,GSW
Bernard King,kingbe01,WSB
Clyde Drexler,drexlcl01,POR
Hersey Hawkins,hawkihe01,PHI
Michael Adams,adamsmi01,DEN
Kevin Johnson,johnske02,PHO
Tony Campbell,campbto01,MIN
James Worthy,worthja01,LAL
Brad Daugherty,daughbr01,CLE
Joe Dumars,dumarjo01,DET
Ricky Pierce,piercri01,2TM
Ricky Pierce,piercri01,MIL
Ricky Pierce,piercri01,SEA
Rolando Blackman,blackro01,DAL
Antoine Carr,carran01,SAC
Larry Nance,nancela01,CLE
Magic Johnson,johnsma02,LAL
Derek Harper,harpede01,DAL
Tom Chambers,chambto01,PHO
Reggie Theus,theusre01,NJN
Charles Smith,smithch01,LAC
Reggie Lewis,lewisre01,BOS
Chuck Person,persoch01,IND
Tyrone Corbin,corbity01,MIN
Scottie Pippen,pippesc01,CHI
Otis Thorpe,thorpot01,HOU
Lionel Simmons,simmoli01,SAC
John Stockton,stockjo01,UTA
Harvey Grant,grantha01,WSB
Pooh Richardson,richapo01,MIN
Vernon Maxwell,maxweve01,HOU
Terry Porter,portete01,POR
Kenny Smith,smithke01,HOU
Xavier McDaniel,mcdanxa01,2TM
Xavier McDaniel,mcdanxa01,SEA
Xavier McDaniel,mcdanxa01,PHO
Johnny Newman,newmajo01,CHH
Derrick Coleman,colemde01,NJN
Scott Skiles,skilesc01,ORL
Eddie Johnson,johnsed03,2TM
Eddie Johnson,johnsed03,PHO
Eddie Johnson,johnsed03,SEA
Sherman Douglas,douglsh01,MIA
Jeff Hornacek,hornaje01,PHO
Glen Rice,ricegl01,MIA
Orlando Woolridge,woolror01,DEN
Detlef Schrempf,schrede01,IND
Sean Elliott,elliose01,SAS
Dennis Scott,scottde01,ORL
Kevin Duckworth,duckwke01,POR
Jeff Malone,malonje01,UTA
Kevin Gamble,gamblke01,BOS
Kevin McHale,mchalke01,BOS
Armen Gilliam,gilliar01,2TM
Armen Gilliam,gilliar01,CHH
Armen Gilliam,gilliar01,PHI
Kiki Vandeweghe,vandeki01,NYK
Ken Norman,normake01,LAC
Jay Humphries,humphja01,MIL
Shawn Kemp,kempsh01,SEA
Robert Parish,parisro01,BOS
Ron Anderson,anderro01,PHI
Sam Mitchell,mitchsa01,MIN
Doc Rivers,riverdo01,ATL
Byron Scott,scottby01,LAL
Hakeem Olajuwon,olajuha01,HOU
Terry Cummings,cummite01,SAS
Larry Bird,birdla01,BOS
Danny Manning,mannida01,LAC
Derrick McKey,mckeyde01,SEA
Mark Aguirre,aguirma01,DET
Rex Chapman,chapmre01,CHH
Alvin Robertson,roberal01,MIL
Brian Shaw,shawbr01,BOS
Jerome Kersey,kerseje01,POR
Willie Anderson,anderwi01,SAS
John Battle,battljo01,ATL
Dan Majerle,majerda01,PHO
Kevin Willis,willike02,ATL
Rony Seikaly,seikaro01,MIA
Otis Smith,smithot01,ORL
Chris Morris,morrich01,NJN
Jerry Reynolds,reynoje01,ORL
Thurl Bailey,baileth01,UTA
Mookie Blaylock,blaylmo01,NJN
Sedale Threatt,threase01,SEA
Sleepy Floyd,floydsl01,HOU
Spud Webb,webbsp01,ATL
Horace Grant,grantho01,CHI
Buck Johnson,johnsbu01,HOU
Reggie Williams,willire01,2TM
Reggie Williams,willire01,SAS
Reggie Williams,willire01,DEN
Nick Anderson,anderni01,ORL
Sam Perkins,perkisa01,LAL
James Edwards,edwarja01,DET
Benoit Benjamin,benjabe01,2TM
Benoit Benjamin,benjabe01,LAC
Benoit Benjamin,benjabe01,SEA
Vinnie Johnson,johnsvi01,DET
Clifford Robinson,robincl02,POR
Kevin Edwards,edwarke01,MIA
Mahmoud Abdul-Rauf,abdulma02,DEN
Frank Brickowski,brickfr01,MIL
Gerald Wilkins,wilkige01,NYK
Buck Williams,willibu01,POR
Walter Davis,daviswa03,2TM
Walter Davis,daviswa03,DEN
Walter Davis,daviswa03,POR
Vlade Divac,divacvl01,LAL
Willie Burton,burtowi01,MIA
Travis Mays,maystr01,SAC
Kendall Gill,gillke01,CHH
Bill Laimbeer,laimbbi01,DET
J.R. Reid,reidjr01,CHH
Danny Ainge,aingeda01,POR
Fred Roberts,roberfr01,MIL
Vern Fleming,flemive01,IND
Blair Rasmussen,rasmubl01,DEN
Danny Schayes,schayda01,MIL
Moses Malone,malonmo01,ATL
Ledell Eackles,eacklle01,WSB
Dale Ellis,ellisda01,2TM
Dale Ellis,ellisda01,SEA
Dale Ellis,ellisda01,MIL
Charles Oakley,oaklech01,NYK
Rodney McCray,mccraro01,DAL
Mike Gminski,gminsmi01,2TM
Mike Gminski,gminsmi01,PHI
Mike Gminski,gminsmi01,CHH
Craig Ehlo,ehlocr01,CLE
Rory Sparrow,sparrro01,SAC
Rik Smits,smitsri01,IND
James Donaldson,donalja01,DAL
Terry Teagle,teaglte01,LAL
Micheal Williams,willimi02,IND
Dell Curry,curryde01,CHH
Jack Sikma,sikmaja01,MIL
Sam Bowie,bowiesa01,NJN
Rod Strickland,stricro02,SAS
Rickey Green,greenri01,PHI
Pervis Ellison,ellispe01,WSB
Olden Polynice,polynol01,2TM
Olden Polynice,polynol01,SEA
Olden Polynice,polynol01,LAC
Rod Higgins,higgiro01,GSW
Isiah Thomas,thomais01,DET
Alex English,englial01,DAL
Ron Harper,harpero01,LAC
Bill Cartwright,cartwbi01,CHI
A.C. Green,greenac01,LAL
Herb Williams,willihe01,DAL
Terry Catledge,catlete01,ORL
Grant Long,longgr01,MIA
B.J. Armstrong,armstbj01,CHI
Dee Brown,brownde01,BOS
Rick Mahorn,mahorri01,PHI
John Paxson,paxsojo01,CHI
Danny Ferry,ferryda01,CLE
Randy White,whitera01,DAL
Dennis Rodman,rodmade01,DET
Wayman Tisdale,tisdawa01,SAC
Kenny Gattison,gattike01,CHH
Mark Jackson,jacksma01,NYK
Mark West,westma01,PHO
Chucky Brown,brownch01,CLE
LaSalle Thompson,thompla01,IND
DraÅ¾en PetroviÄ,petrodr01,2TM
DraÅ¾en PetroviÄ,petrodr01,POR
DraÅ¾en PetroviÄ,petrodr01,NJN
A.J. English,engliaj01,WSB
Jeff Turner,turneje01,ORL
Darnell Valentine,valenda01,CLE
Maurice Cheeks,cheekma01,NYK
Gary Grant,grantga01,LAC
Gary Payton,paytoga01,SEA
Haywoode Workman,workmha01,WSB
Blue Edwards,edwarbl01,UTA
