Player,ID,Team
Russell Westbrook,westbru01,OKC
James Harden,hardeja01,HOU
Isaiah Thomas,thomais02,BOS
Anthony Davis,davisan02,NOP
Karl-Anthony Towns,townska01,MIN
Damian Lillard,lillada01,POR
DeMar DeRozan,derozde01,TOR
Stephen Curry,curryst01,GSW
LeBron James,jamesle01,CLE
DeMarcus Cousins,couside01,2TM
DeMarcus Cousins,couside01,SAC
DeMarcus Cousins,couside01,NOP
Andrew Wiggins,wiggian01,MIN
Kawhi Leonard,leonaka01,SAS
CJ McCollum,mccolcj01,POR
Giannis Antetokounmpo,antetgi01,MIL
Kemba Walker,walkeke02,CHO
Jimmy Butler,butleji01,CHI
Kyrie Irving,irvinky01,CLE
John Wall,walljo01,WAS
Bradley Beal,bealbr01,WAS
Paul George,georgpa01,IND
Klay Thompson,thompkl01,GSW
Devin Booker,bookede01,PHO
Carmelo Anthony,anthoca01,NYK
Gordon Hayward,haywago01,UTA
Kevin Durant,duranke01,GSW
Brook Lopez,lopezbr01,BRK
Harrison Barnes,barneha02,DAL
Goran DragiÄ,dragigo01,MIA
Marc Gasol,gasolma01,MEM
Lou Williams,willilo02,2TM
Lou Williams,willilo02,LAL
Lou Williams,willilo02,HOU
Mike Conley,conlemi01,MEM
Dennis SchrÃ¶der,schrode01,ATL
Eric Bledsoe,bledser01,PHO
Kyle Lowry,lowryky01,TOR
Tobias Harris,harrito02,DET
Blake Griffin,griffbl01,LAC
Hassan Whiteside,whiteha01,MIA
Jeff Teague,teaguje01,IND
Paul Millsap,millspa01,ATL
LaMarcus Aldridge,aldrila01,SAS
Nikola JokiÄ,jokicni01,DEN
Eric Gordon,gordoer01,HOU
Jordan Clarkson,clarkjo01,LAL
Kristaps PorziÅÄ£is,porzikr01,NYK
JJ Redick,redicjj01,LAC
Myles Turner,turnemy01,IND
Serge Ibaka,ibakase01,2TM
Serge Ibaka,ibakase01,ORL
Serge Ibaka,ibakase01,TOR
Evan Fournier,fournev01,ORL
Nicolas Batum,batumni01,CHO
Derrick Rose,rosede01,NYK
