Player,ID,Team
Luka DonÄiÄ,doncilu01,DAL
Shai Gilgeous-Alexander,gilgesh01,OKC
Giannis Antetokounmpo,antetgi01,MIL
Jalen Brunson,brunsja01,NYK
Nikola JokiÄ,jokicni01,DEN
Anthony Edwards,edwaran01,MIN
Kevin Durant,duranke01,PHO
Jayson Tatum,tatumja01,BOS
De'Aaron Fox,foxde01,SAC
Stephen Curry,curryst01,GSW
DeMar DeRozan,derozde01,CHI
Anthony Davis,davisan02,LAL
Devin Booker,bookede01,PHO
LeBron James,jamesle01,LAL
Tyrese Maxey,maxeyty01,PHI
Paolo Banchero,banchpa01,ORL
Damian Lillard,lillada01,MIL
Dejounte Murray,murrade01,ATL
Pascal Siakam,siakapa01,2TM
Pascal Siakam,siakapa01,TOR
Pascal Siakam,siakapa01,IND
Paul George,georgpa01,LAC
Kawhi Leonard,leonaka01,LAC
Jaylen Brown,brownja02,BOS
Jalen Green,greenja05,HOU
Mikal Bridges,bridgmi01,BRK
Zion Williamson,willizi01,NOP
Domantas Sabonis,sabondo01,SAC
Kyle Kuzma,kuzmaky01,WAS
Victor Wembanyama,wembavi01,SAS
Coby White,whiteco01,CHI
Kyrie Irving,irvinky01,DAL
Jaren Jackson Jr.,jacksja02,MEM
Cam Thomas,thomaca02,BRK
Donovan Mitchell,mitchdo01,CLE
Collin Sexton,sextoco01,UTA
Miles Bridges,bridgmi02,CHO
Franz Wagner,wagnefr01,ORL
Cade Cunningham,cunnica01,DET
Tyrese Haliburton,halibty01,IND
Trae Young,youngtr01,ATL
Klay Thompson,thompkl01,GSW
Nikola VuÄeviÄ,vucevni01,CHI
D'Angelo Russell,russeda01,LAL
Bam Adebayo,adebaba01,MIA
Chet Holmgren,holmgch01,OKC
Jordan Poole,poolejo01,WAS
Michael Porter Jr.,portemi01,DEN
Jalen Williams,willija06,OKC
Joel Embiid,embiijo01,PHI
Karl-Anthony Towns,townska01,MIN
Bogdan BogdanoviÄ,bogdabo01,ATL
Brandon Ingram,ingrabr01,NOP
Alperen Sengun,sengual01,HOU
Devin Vassell,vassede01,SAS
CJ McCollum,mccolcj01,NOP
Myles Turner,turnemy01,IND
Austin Reaves,reaveau01,LAL
Brandon Miller,millebr02,CHO
Lauri Markkanen,markkla01,UTA
Jarrett Allen,allenja01,CLE
Fred VanVleet,vanvlfr01,HOU
Donte DiVincenzo,divindo01,NYK
Jamal Murray,murraja01,DEN
Jimmy Butler,butleji01,MIA
Terry Rozier,roziete01,2TM
Terry Rozier,roziete01,CHO
Terry Rozier,roziete01,MIA
Tobias Harris,harrito02,PHI
James Harden,hardeja01,LAC
Scottie Barnes,barnesc01,TOR
Jonathan Kuminga,kuminjo01,GSW
Jaden Ivey,iveyja01,DET
Keegan Murray,murrake02,SAC
RJ Barrett,barrerj01,2TM
RJ Barrett,barrerj01,NYK
RJ Barrett,barrerj01,TOR
Immanuel Quickley,quickim01,2TM
Immanuel Quickley,quickim01,NYK
Immanuel Quickley,quickim01,TOR
Kristaps PorziÅÄ£is,porzikr01,BOS
Tim Hardaway Jr.,hardati02,DAL
Jerami Grant,grantje01,POR
Bobby Portis,portibo01,MIL
Dennis SchrÃ¶der,schrode01,2TM
Dennis SchrÃ¶der,schrode01,TOR
Dennis SchrÃ¶der,schrode01,BRK
Malik Monk,monkma01,SAC
Derrick White,whitede01,BOS
Deni Avdija,avdijde01,WAS
Julius Randle,randlju01,NYK
Naz Reid,reidna01,MIN
Keldon Johnson,johnske04,SAS
Corey Kispert,kispeco01,WAS
Rudy Gobert,goberru01,MIN
Norman Powell,powelno01,LAC
Kelly Oubre Jr.,oubreke01,PHI
Jabari Smith Jr.,smithja05,HOU
Anfernee Simons,simonan01,POR
Darius Garland,garlada01,CLE
John Collins,collijo01,UTA
Grayson Allen,allengr01,PHO
Aaron Gordon,gordoaa01,DEN
Buddy Hield,hieldbu01,2TM
Buddy Hield,hieldbu01,IND
Buddy Hield,hieldbu01,PHI
Jonas ValanÄiÅ«nas,valanjo01,NOP
Harrison Barnes,barneha02,SAC
Desmond Bane,banede01,MEM
Brook Lopez,lopezbr01,MIL
Josh Giddey,giddejo01,OKC
Keyonte George,georgke01,UTA
Gary Trent Jr.,trentga02,TOR
Bradley Beal,bealbr01,PHO
Caris LeVert,leverca01,CLE
Jalen Suggs,suggsja01,ORL
