Player,ID,Team
Alex English,englial01,DEN
Kiki Vandeweghe,vandeki01,DEN
George Gervin,gervige01,SAS
Mark Aguirre,aguirma01,DAL
Reggie Theus,theusre01,CHI
Moses Malone,malonmo01,PHI
Joe Barry Carroll,carrojo01,GSW
Larry Bird,birdla01,BOS
Isiah Thomas,thomais01,DET
Jim Paxson,paxsoji02,POR
World B. Free,freewo01,2TM
World B. Free,freewo01,GSW
World B. Free,freewo01,CLE
Dan Issel,isselda01,DEN
Kareem Abdul-Jabbar,abdulka01,LAL
Marques Johnson,johnsma01,MIL
Sidney Moncrief,moncrsi01,MIL
Darrell Griffith,griffda01,UTA
Terry Cummings,cummite01,SDC
Calvin Natt,nattca01,POR
Clark Kellogg,kellocl01,IND
Eddie Johnson,johnsed03,KCK
Gus Williams,willigu01,SEA
Andrew Toney,toneyan01,PHI
Mike Mitchell,mitchmi01,SAS
Jamaal Wilkes,wilkeja01,LAL
Julius Erving,ervinju01,PHI
Jeff Ruland,rulanje01,WSB
Kelly Tripucka,tripuke01,DET
Walter Davis,daviswa03,PHO
Jay Vincent,vinceja01,DAL
Larry Drew,drewla01,KCK
Robert Parish,parisro01,BOS
Bernard King,kingbe01,NYK
Artis Gilmore,gilmoar01,SAS
Mike Woodson,woodsmi01,KCK
Dan Roundfield,roundda01,ATL
Purvis Short,shortpu01,GSW
Dominique Wilkins,wilkido01,ATL
Greg Ballard,ballagr01,WSB
Buck Williams,willibu01,NJN
Tom Chambers,chambto01,SDC
Cliff Robinson,robincl01,CLE
Billy Knight,knighbi01,IND
Larry Nance,nancela01,PHO
Jack Sikma,sikmaja01,SEA
Albert King,kingal01,NJN
Rolando Blackman,blackro01,DAL
Magic Johnson,johnsma02,LAL
Herb Williams,willihe01,IND
Vinnie Johnson,johnsvi01,DET
Bill Cartwright,cartwbi01,NYK
Maurice Lucas,lucasma01,PHO
Mychal Thompson,thompmy01,POR
Gene Banks,banksge01,SAS
Norm Nixon,nixonno01,LAL
