Player,ID,Team
Michael Jordan,jordami01,CHI
Alex English,englial01,DEN
Dominique Wilkins,wilkido01,ATL
Kiki Vandeweghe,vandeki01,POR
Larry Bird,birdla01,BOS
Mark Aguirre,aguirma01,DAL
Dale Ellis,ellisda01,SEA
Kevin McHale,mchalke01,BOS
Tom Chambers,chambto01,SEA
Magic Johnson,johnsma02,LAL
Xavier McDaniel,mcdanxa01,SEA
Ron Harper,harpero01,CLE
Walter Davis,daviswa03,PHO
Clyde Drexler,drexlcl01,POR
Karl Malone,malonka01,UTA
Moses Malone,malonmo01,WSB
Jeff Malone,malonje01,WSB
Hakeem Olajuwon,olajuha01,HOU
Adrian Dantley,dantlad01,DET
Joe Barry Carroll,carrojo01,GSW
Terry Cummings,cummite01,MIL
Rolando Blackman,blackro01,DAL
Isiah Thomas,thomais01,DET
Reggie Theus,theusre01,SAC
James Worthy,worthja01,LAL
Charles Barkley,barklch01,PHI
Fat Lever,leverfa01,DEN
Larry Nance,nancela01,PHO
Orlando Woolridge,woolror01,NJN
Otis Thorpe,thorpot01,SAC
Sleepy Floyd,floydsl01,GSW
Chuck Person,persoch01,IND
Ricky Pierce,piercri01,MIL
Gerald Wilkins,wilkige01,NYK
Eddie Johnson,johnsed03,SAC
Buck Williams,willibu01,NJN
Alvin Robertson,roberal01,SAS
Robert Parish,parisro01,BOS
Byron Scott,scottby01,LAL
Kareem Abdul-Jabbar,abdulka01,LAL
Patrick Ewing,ewingpa01,NYK
Steve Johnson,johnsst03,POR
Kevin Willis,willike02,ATL
Bill Laimbeer,laimbbi01,DET
Mike Woodson,woodsmi01,LAC
Michael Cage,cagemi01,LAC
Brad Daugherty,daughbr01,CLE
Chris Mullin,mullich01,GSW
Derek Harper,harpede01,DAL
Vinnie Johnson,johnsvi01,DET
John Long,longjo01,IND
Charles Oakley,oaklech01,CHI
Sam Perkins,perkisa01,DAL
Mike Gminski,gminsmi01,NJN
Wayman Tisdale,tisdawa01,IND
Rodney McCray,mccraro01,HOU
Hot Rod Williams,williho01,CLE
Darrell Griffith,griffda01,UTA
Thurl Bailey,baileth01,UTA
Herb Williams,willihe01,IND
Steve Stipanovich,stipast01,IND
Dennis Johnson,johnsde01,BOS
Maurice Cheeks,cheekma01,PHI
Roy Hinson,hinsoro01,PHI
Danny Ainge,aingeda01,BOS
Doc Rivers,riverdo01,ATL
Terry Porter,portete01,POR
Jack Sikma,sikmaja01,MIL
Tim McCormick,mccorti01,PHI
Robert Reid,reidro01,HOU
Terry Catledge,catlete01,WSB
Bill Cartwright,cartwbi01,NYK
Jerome Kersey,kerseje01,POR
Julius Erving,ervinju01,PHI
Walter Berry,berrywa01,2TM
Walter Berry,berrywa01,POR
Walter Berry,berrywa01,SAS
Darrell Walker,walkeda01,DEN
Vern Fleming,flemive01,IND
Bill Hanzlik,hanzlbi01,DEN
Mychal Thompson,thompmy01,2TM
Mychal Thompson,thompmy01,SAS
Mychal Thompson,thompmy01,LAL
Artis Gilmore,gilmoar01,SAS
Joe Dumars,dumarjo01,DET
John Paxson,paxsojo01,CHI
Jim Petersen,peterji01,HOU
Jay Humphries,humphja01,PHO
Terry Teagle,teaglte01,GSW
Dave Greenwood,greenda01,SAS
LaSalle Thompson,thompla01,SAC
Randy Wittman,wittmra01,ATL
James Donaldson,donalja01,DAL
Jim Paxson,paxsoji02,POR
Tony Brown,brownto01,NJN
Alton Lister,listeal01,SEA
Derek Smith,smithde02,SAC
Michael Cooper,coopemi01,LAL
Mike Sanders,sandemi01,PHO
A.C. Green,greenac01,LAL
Jon Sundvold,sundvjo01,SAS
Craig Hodges,hodgecr01,MIL
Paul Pressey,presspa01,MIL
Ed Pinckney,pincked01,PHO
Johnny Dawkins,dawkijo01,SAS
Benoit Benjamin,benjabe01,LAC
Mike Evans,evansmi01,DEN
Cliff Robinson,robincl01,PHI
Cedric Maxwell,maxwece01,2TM
Cedric Maxwell,maxwece01,LAC
Cedric Maxwell,maxwece01,HOU
Gerald Henderson,hendege01,2TM
Gerald Henderson,hendege01,SEA
Gerald Henderson,hendege01,NYK
Phil Hubbard,hubbaph01,CLE
Kelly Tripucka,tripuke01,UTA
Trent Tucker,tucketr01,NYK
Mike McGee,mcgeemi01,ATL
Rickey Green,greenri01,UTA
John Bagley,baglejo01,CLE
Terry Tyler,tylerte01,SAC
Alvan Adams,adamsal01,PHO
Detlef Schrempf,schrede01,DAL
John Lucas,lucasjo01,MIL
Larry Drew,drewla01,LAC
Darnell Valentine,valenda01,LAC
John Williams,willijo02,WSB
Kenny Walker,walkeke01,NYK
Larry Smith,smithla01,GSW
Blair Rasmussen,rasmubl01,DEN
Bob Hansen,hansebo01,UTA
Dave Corzine,corzida01,CHI
Brad Sellers,sellebr01,CHI
David Wingate,wingada01,PHI
Jay Vincent,vinceja01,WSB
Ralph Sampson,sampsra01,HOU
Cliff Levingston,levincl01,ATL
Danny Schayes,schayda01,DEN
John Stockton,stockjo01,UTA
Sidney Green,greensi02,DET
Rod Higgins,higgiro01,GSW
Rory White,whitero01,LAC
Joe Kleine,kleinjo01,SAC
Purvis Short,shortpu01,GSW
Ennis Whatley,whatlen01,WSB
Pearl Washington,washipe01,NJN
Darwin Cook,cookda01,WSB
Steve Harris,harrist01,HOU
Gene Banks,banksge01,CHI
Mark Eaton,eatonma01,UTA
Rory Sparrow,sparrro01,NYK
Randy Breuer,breuera01,MIL
Albert King,kingal01,NJN
Sedale Threatt,threase01,2TM
Sedale Threatt,threase01,PHI
Sedale Threatt,threase01,CHI
Greg Ballard,ballagr01,GSW
Brad Davis,davisbr01,DAL
Earl Cureton,curetea01,2TM
Earl Cureton,curetea01,CHI
Earl Cureton,curetea01,LAC
Roy Tarpley,tarplro01,DAL
Leon Wood,woodle01,NJN
Wayne Cooper,coopewa01,DEN
Andrew Toney,toneyan01,PHI
Kenny Carr,carrke01,POR
Lancaster Gordon,gordola01,LAC
Quintin Dailey,dailequ01,LAC
Mike Mitchell,mitchmi01,SAS
Dirk Minniefield,minnidi01,2TM
Dirk Minniefield,minnidi01,CLE
Dirk Minniefield,minnidi01,HOU
Mark West,westma01,CLE
Mark Alarie,alarima01,DEN
Clint Richardson,richacl01,IND
Maurice Lucas,lucasma01,SEA
Dennis Rodman,rodmade01,DET
Johnny Moore,moorejo01,SAS
Mark Price,pricema01,CLE
Jon Koncak,koncajo01,ATL
Sidney Moncrief,moncrsi01,MIL
Louis Orr,orrlo01,NYK
Michael Adams,adamsmi01,WSB
Ben Coleman,colembe01,NJN
Larry Krystkowiak,krystla01,SAS
Jerry Sichting,sichtje01,BOS
Kurt Rambis,rambiku01,LAL
John Salley,sallejo01,DET
Jeff Hornacek,hornaje01,PHO
Steve Colter,coltest01,2TM
Steve Colter,coltest01,CHI
Steve Colter,coltest01,PHI
