Player,ID,Team
Adrian Dantley,dantlad01,UTA
Mark Aguirre,aguirma01,DAL
Kiki Vandeweghe,vandeki01,DEN
Alex English,englial01,DEN
Bernard King,kingbe01,NYK
George Gervin,gervige01,SAS
Larry Bird,birdla01,BOS
Terry Cummings,cummite01,SDC
Mike Mitchell,mitchmi01,SAS
Rolando Blackman,blackro01,DAL
Purvis Short,shortpu01,GSW
Eddie Johnson,johnsed03,KCK
Dominique Wilkins,wilkido01,ATL
Isiah Thomas,thomais01,DET
Julius Erving,ervinju01,PHI
Jim Paxson,paxsoji02,POR
Ralph Sampson,sampsra01,HOU
Kareem Abdul-Jabbar,abdulka01,LAL
World B. Free,freewo01,CLE
Jeff Ruland,rulanje01,WSB
Sidney Moncrief,moncrsi01,MIL
Joe Barry Carroll,carrojo01,GSW
Darrell Griffith,griffda01,UTA
Kelly Tripucka,tripuke01,DET
Moses Malone,malonmo01,PHI
Andrew Toney,toneyan01,PHI
Jack Sikma,sikmaja01,SEA
Walter Davis,daviswa03,PHO
Marques Johnson,johnsma01,MIL
Robert Parish,parisro01,BOS
Kevin McHale,mchalke01,BOS
Dan Issel,isselda01,DEN
Clark Kellogg,kellocl01,IND
Gus Williams,willigu01,SEA
Quintin Dailey,dailequ01,CHI
Tom Chambers,chambto01,SEA
Lewis Lloyd,lloydle01,HOU
Larry Nance,nancela01,PHO
Orlando Woolridge,woolror01,CHI
John Drew,drewjo01,UTA
Bill Laimbeer,laimbbi01,DET
Norm Nixon,nixonno01,SDC
Dan Roundfield,roundda01,ATL
Otis Birdsong,birdsot01,NJN
Darryl Dawkins,dawkida01,NJN
John Long,longjo01,DET
Bill Cartwright,cartwbi01,NYK
Cliff Robinson,robincl01,CLE
Jamaal Wilkes,wilkeja01,LAL
Sleepy Floyd,floydsl01,GSW
Kenny Carr,carrke01,POR
Calvin Natt,nattca01,POR
Buck Williams,willibu01,NJN
Ricky Sobers,soberri01,WSB
Mychal Thompson,thompmy01,POR
Junior Bridgeman,bridgju01,MIL
Maurice Lucas,lucasma01,PHO
