Player,ID,Team
Trae Young,youngtr01,ATL
DeMar DeRozan,derozde01,CHI
Joel Embiid,embiijo01,PHI
Jayson Tatum,tatumja01,BOS
Nikola JokiÄ,jokicni01,DEN
Giannis Antetokounmpo,antetgi01,MIL
Luka DonÄiÄ,doncilu01,DAL
Devin Booker,bookede01,PHO
Karl-Anthony Towns,townska01,MIN
Donovan Mitchell,mitchdo01,UTA
LeBron James,jamesle01,LAL
Kevin Durant,duranke01,BRK
Zach LaVine,lavinza01,CHI
Stephen Curry,curryst01,GSW
Miles Bridges,bridgmi02,CHO
Ja Morant,moranja01,MEM
Jaylen Brown,brownja02,BOS
Pascal Siakam,siakapa01,TOR
Anthony Edwards,edwaran01,MIN
LaMelo Ball,ballla01,CHO
Darius Garland,garlada01,CLE
Julius Randle,randlju01,NYK
Russell Westbrook,westbru01,LAL
Dejounte Murray,murrade01,SAS
James Harden,hardeja01,2TM
James Harden,hardeja01,BRK
James Harden,hardeja01,PHI
Terry Rozier,roziete01,CHO
Jordan Poole,poolejo01,GSW
RJ Barrett,barrerj01,NYK
Desmond Bane,banede01,MEM
Shai Gilgeous-Alexander,gilgesh01,OKC
CJ McCollum,mccolcj01,2TM
CJ McCollum,mccolcj01,POR
CJ McCollum,mccolcj01,NOP
De'Aaron Fox,foxde01,SAC
Tyler Herro,herroty01,MIA
Khris Middleton,middlkh01,MIL
Saddiq Bey,beysa01,DET
Fred VanVleet,vanvlfr01,TOR
Jonas ValanÄiÅ«nas,valanjo01,NOP
Tyrese Maxey,maxeyty01,PHI
Nikola VuÄeviÄ,vucevni01,CHI
Jalen Brunson,brunsja01,DAL
Gary Trent Jr.,trentga02,TOR
Keldon Johnson,johnske04,SAS
Jaren Jackson Jr.,jacksja02,MEM
Jordan Clarkson,clarkjo01,UTA
Harrison Barnes,barneha02,SAC
Buddy Hield,hieldbu01,2TM
Buddy Hield,hieldbu01,SAC
Buddy Hield,hieldbu01,IND
Reggie Jackson,jacksre01,LAC
Tobias Harris,harrito02,PHI
Andrew Wiggins,wiggian01,GSW
Bojan BogdanoviÄ,bogdabo02,UTA
Brandon Ingram,ingrabr01,NOP
Jrue Holiday,holidjr01,MIL
Jimmy Butler,butleji01,MIA
Christian Wood,woodch01,HOU
Franz Wagner,wagnefr01,ORL
Tyrese Haliburton,halibty01,2TM
Tyrese Haliburton,halibty01,SAC
Tyrese Haliburton,halibty01,IND
D'Angelo Russell,russeda01,MIN
Domantas Sabonis,sabondo01,2TM
Domantas Sabonis,sabondo01,IND
Domantas Sabonis,sabondo01,SAC
Mikal Bridges,bridgmi01,PHO
Jalen Green,greenja05,HOU
Kelly Oubre Jr.,oubreke01,CHO
Scottie Barnes,barnesc01,TOR
Kyle Kuzma,kuzmaky01,WAS
Aaron Gordon,gordoaa01,DEN
Evan Fournier,fournev01,NYK
Cade Cunningham,cunnica01,DET
Bam Adebayo,adebaba01,MIA
Cole Anthony,anthoco01,ORL
Bobby Portis,portibo01,MIL
Malik Monk,monkma01,LAL
Will Barton,bartowi01,DEN
Evan Mobley,mobleev01,CLE
